중산도면,단가,수량,영업납기,선급
60409,28824,11,2021-10-27,0
60409,28824,22,2021-01-04,0
60410,7149,1,2021-05-22,0
60410,7149,3,2021-09-22,0
60410,7149,7,2021-09-19,0
60412,6498,2,2021-05-08,0
60412,6498,5,2021-10-08,0
60412,6498,10,2021-08-15,1
60413,18691,2,2021-09-01,0
60413,18691,5,2021-09-06,0
60413,18691,10,2021-06-04,1
60415,179208,10,2021-01-04,0
60415,179208,21,2021-04-11,0
60415,179208,42,2021-08-08,0
60427,179208,18,2021-10-07,0
60427,179208,37,2021-06-18,0
60427,179208,74,2021-02-05,0
60428,179208,15,2021-04-02,0
60428,179208,31,2021-11-12,0
60428,179208,62,2021-07-03,0
60431,106952,59,2021-05-28,1
60431,106952,236,2021-01-19,0
60431,106952,472,2021-06-26,1
60432,179208,67,2021-11-21,0
60432,179208,135,2021-05-05,0
60432,179208,270,2021-03-05,0
60433,179208,29,2021-06-19,0
60433,179208,58,2021-08-16,0
60433,179208,116,2021-11-21,0
60434,6498,1,2021-02-11,0
60434,6498,3,2021-12-13,0
60434,6498,6,2021-05-20,0
60437,6498,1,2021-12-02,0
60437,6498,2,2021-08-29,0
60437,6498,5,2021-06-18,0
60448,99504,7,2021-01-30,1
60448,99504,20,2021-07-04,0
60448,99504,40,2021-08-11,0
60449,179208,14,2021-01-18,0
60449,179208,28,2021-07-19,0
60449,179208,56,2021-03-08,0
60453,77242,3,2021-11-03,0
60453,77242,7,2021-05-09,0
60453,77242,15,2021-04-02,0
60454,179208,5,2021-06-02,0
60454,179208,10,2021-09-08,0
60454,179208,21,2021-08-05,1
60455,179208,6,2021-12-12,0
60455,179208,12,2021-08-14,0
60455,179208,25,2021-07-21,0
60470,179208,9,2021-02-26,0
60470,179208,18,2021-02-06,0
60470,179208,36,2021-07-30,1
60471,179208,5,2021-04-11,0
60471,179208,11,2021-09-19,0
60471,179208,23,2021-07-10,0
60473,103554,4,2021-11-24,0
60473,103554,9,2021-03-28,0
60473,103554,18,2021-05-14,0
60474,77242,3,2021-08-13,0
60474,77242,7,2021-05-11,0
60474,77242,14,2021-06-04,0
60482,179208,12,2021-03-01,0
60482,179208,25,2021-07-15,0
60482,179208,50,2021-05-14,0
60502,6498,1,2021-06-04,1
60502,6498,3,2021-09-17,0
60502,6498,6,2021-10-09,0
60503,179208,7,2021-08-12,0
60503,179208,15,2021-03-30,0
60503,179208,31,2021-04-28,0
60504,145749,11,2021-12-30,0
60504,145749,91,2021-04-01,0
60504,145749,182,2021-01-05,0
60505,8416,3,2021-11-28,0
60505,8416,23,2021-01-15,0
60505,8416,46,2021-02-10,0
60507,14901,5,2021-11-13,0
60507,14901,31,2021-10-04,0
60507,14901,62,2021-04-18,1
60510,22553,4,2021-07-02,1
60510,22553,29,2021-11-30,0
60510,22553,58,2021-09-04,0
60512,18691,2,2021-12-21,0
60512,18691,4,2021-09-01,0
60512,18691,9,2021-02-03,1
60513,52115,2,2021-02-04,0
60513,52115,5,2021-06-09,0
60513,52115,11,2021-01-29,0
60517,6498,1,2021-01-12,0
60517,6498,3,2021-08-25,0
60517,6498,6,2021-10-07,1
60521,6498,3,2021-07-09,0
60521,6498,6,2021-07-29,0
60521,6498,12,2021-03-04,0
60522,6498,2,2021-02-12,0
60522,6498,5,2021-06-29,0
60522,6498,10,2021-05-31,1
60526,24244,5,2021-04-12,0
60526,24244,34,2021-05-11,0
60526,24244,68,2021-12-25,1
60536,6498,1,2021-03-08,1
60536,6498,2,2021-07-20,1
60536,6498,5,2021-03-11,0
60546,6498,1,2021-10-01,0
60546,6498,2,2021-08-13,0
60546,6498,5,2021-12-10,0
60555,20470,3,2021-04-04,0
60555,20470,26,2021-03-21,0
60555,20470,52,2021-07-18,0
60556,6332,2,2021-04-25,0
60556,6332,7,2021-12-09,0
60556,6332,14,2021-02-16,0
60557,6332,2,2021-06-11,1
60557,6332,8,2021-04-18,1
60557,6332,16,2021-08-20,0
60558,7149,3,2021-06-02,0
60558,7149,7,2021-09-30,0
60558,7149,14,2021-06-24,0
60559,6498,3,2021-08-15,0
60559,6498,6,2021-10-15,1
60559,6498,12,2021-04-28,1
60561,26335,5,2021-10-02,0
60561,26335,65,2021-10-15,0
60561,26335,130,2021-11-22,0
60564,38087,7,2021-06-28,0
60564,38087,73,2021-05-17,0
60564,38087,146,2021-04-30,0
60574,77242,7,2021-08-28,0
60574,77242,13,2021-09-18,0
60574,77242,26,2021-07-14,0
60584,6498,1,2021-03-01,0
60584,6498,1,2021-12-16,0
60584,6498,2,2021-01-04,0
60588,104092,22,2021-10-20,0
60588,104092,114,2021-10-08,0
60588,104092,228,2021-05-29,0
60589,13140,2,2021-05-22,0
60589,13140,5,2021-07-28,0
60589,13140,10,2021-03-04,0
60594,109155,24,2021-07-01,0
60594,109155,168,2021-01-13,1
60594,109155,336,2021-02-01,1
60604,52115,6,2021-08-03,0
60604,52115,12,2021-01-09,0
60604,52115,24,2021-05-15,0
60605,6498,3,2021-03-06,0
60605,6498,5,2021-10-08,0
60605,6498,10,2021-11-03,0
60607,104092,10,2021-03-30,0
60607,104092,60,2021-09-18,0
60607,104092,120,2021-07-29,1
60608,73747,5,2021-01-23,0
60608,73747,16,2021-07-21,0
60608,73747,32,2021-07-13,0
60609,77242,3,2021-04-12,0
60609,77242,6,2021-06-23,0
60609,77242,13,2021-02-17,0
60611,179208,5,2021-07-20,1
60611,179208,11,2021-12-07,0
60611,179208,22,2021-01-01,0
60616,179208,8,2021-09-06,1
60616,179208,16,2021-05-12,0
60616,179208,33,2021-06-24,0
60620,6498,1,2021-09-12,0
60620,6498,2,2021-09-02,0
60620,6498,4,2021-07-21,0
60624,52115,5,2021-11-13,0
60624,52115,11,2021-01-28,1
60624,52115,22,2021-10-15,0
60633,6498,1,2021-04-25,1
60633,6498,2,2021-05-17,1
60633,6498,5,2021-01-14,0
60647,13140,2,2021-08-03,0
60647,13140,5,2021-01-29,0
60647,13140,10,2021-07-04,0
60648,6498,1,2021-03-03,1
60648,6498,2,2021-12-19,0
60648,6498,5,2021-01-21,0
60649,77242,3,2021-07-27,0
60649,77242,7,2021-10-25,1
60649,77242,14,2021-01-05,0
60656,104092,20,2021-01-22,1
60656,104092,101,2021-07-06,1
60656,104092,202,2021-03-06,0
60662,43937,8,2021-12-13,0
60662,43937,32,2021-05-28,0
60662,43937,64,2021-04-22,0
60663,179208,31,2021-07-01,0
60663,179208,62,2021-10-10,1
60663,179208,124,2021-11-17,0
60666,52115,2,2021-11-25,1
60666,52115,5,2021-01-12,0
60666,52115,11,2021-05-09,0
60674,6498,1,2021-03-25,0
60674,6498,3,2021-10-02,0
60674,6498,6,2021-12-29,1
60678,179208,5,2021-08-29,0
60678,179208,10,2021-11-23,1
60678,179208,20,2021-12-05,0
60682,179208,16,2021-12-09,0
60682,179208,32,2021-08-09,0
60682,179208,64,2021-12-17,0
60684,6498,2,2021-09-30,0
60684,6498,4,2021-01-17,0
60684,6498,8,2021-02-06,0
60691,102669,8,2021-07-25,0
60691,102669,25,2021-12-05,1
60691,102669,50,2021-08-26,0
60696,8416,3,2021-01-11,0
60696,8416,17,2021-06-26,0
60696,8416,34,2021-04-05,0
60700,47491,7,2021-06-03,1
60700,47491,37,2021-01-20,0
60700,47491,74,2021-06-28,1
60705,6516,2,2021-07-22,1
60705,6516,11,2021-08-30,1
60705,6516,22,2021-12-06,0
60706,49390,7,2021-03-07,0
60706,49390,53,2021-03-23,0
60706,49390,106,2021-05-15,0
60710,12196,4,2021-12-06,0
60710,12196,45,2021-06-24,0
60710,12196,90,2021-06-04,0
60711,29900,7,2021-07-05,1
60711,29900,63,2021-04-06,0
60711,29900,126,2021-02-15,0
60715,6498,1,2021-06-08,0
60715,6498,1,2021-01-12,1
60715,6498,2,2021-07-13,0
60730,12881,2,2021-06-02,1
60730,12881,4,2021-01-21,0
60730,12881,9,2021-01-07,0
60731,6498,1,2021-01-19,0
60731,6498,2,2021-08-26,0
60731,6498,4,2021-11-16,1
60732,6498,1,2021-04-06,0
60732,6498,1,2021-04-17,0
60732,6498,3,2021-03-19,0
60734,7208,3,2021-12-22,0
60734,7208,34,2021-12-02,1
60734,7208,68,2021-02-19,0
60736,179208,42,2021-06-05,0
60736,179208,84,2021-01-31,0
60736,179208,168,2021-01-10,0
60737,179208,42,2021-07-20,0
60737,179208,127,2021-04-12,0
60737,179208,254,2021-04-07,1
60740,77242,3,2021-11-21,0
60740,77242,7,2021-12-16,1
60740,77242,14,2021-01-17,0
60741,23977,5,2021-04-12,0
60741,23977,46,2021-09-22,1
60741,23977,92,2021-01-20,0
60749,27907,3,2021-02-03,0
60749,27907,10,2021-05-06,0
60749,27907,20,2021-09-22,0
60750,99504,7,2021-08-30,0
60750,99504,19,2021-04-30,1
60750,99504,38,2021-05-26,1
60752,12881,2,2021-04-30,0
60752,12881,4,2021-02-09,0
60752,12881,9,2021-08-25,0
60753,6498,1,2021-04-20,0
60753,6498,2,2021-08-31,0
60753,6498,5,2021-03-01,0
60765,52115,5,2021-06-26,0
60765,52115,10,2021-04-20,1
60765,52115,20,2021-11-30,0
60767,8493,2,2021-06-20,0
60767,8493,4,2021-04-25,0
60767,8493,9,2021-04-27,0
60768,6498,1,2021-07-07,0
60768,6498,2,2021-06-02,0
60768,6498,4,2021-10-30,0
60778,6498,2,2021-02-25,0
60778,6498,5,2021-04-05,0
60778,6498,10,2021-05-25,0
60779,6498,1,2021-04-02,0
60779,6498,2,2021-02-02,1
60779,6498,4,2021-04-20,0
60783,6498,1,2021-05-24,0
60783,6498,1,2021-04-06,0
60783,6498,2,2021-08-10,0
60786,52115,2,2021-07-15,0
60786,52115,5,2021-04-14,0
60786,52115,11,2021-02-25,0
60797,12881,2,2021-05-22,0
60797,12881,4,2021-02-17,1
60797,12881,9,2021-06-28,1
60807,47491,7,2021-12-16,0
60807,47491,44,2021-03-02,0
60807,47491,88,2021-05-26,0
60810,8065,1,2021-03-25,0
60810,8065,3,2021-03-11,0
60810,8065,7,2021-03-20,1
60812,18691,2,2021-08-16,0
60812,18691,5,2021-11-09,0
60812,18691,10,2021-12-18,0
60814,179208,14,2021-02-22,0
60814,179208,29,2021-02-16,0
60814,179208,58,2021-12-08,1
60815,179208,13,2021-01-12,0
60815,179208,39,2021-11-04,0
60815,179208,78,2021-09-28,0
60820,179208,8,2021-05-30,0
60820,179208,17,2021-01-10,0
60820,179208,34,2021-05-31,0
60821,179208,59,2021-06-15,1
60821,179208,178,2021-03-22,1
60821,179208,356,2021-12-24,0
60822,179208,48,2021-10-18,0
60822,179208,96,2021-04-05,1
60822,179208,193,2021-07-18,1
60823,179208,15,2021-04-27,0
60823,179208,30,2021-09-24,0
60823,179208,60,2021-02-21,0
60827,6498,3,2021-05-23,1
60827,6498,6,2021-10-13,0
60827,6498,12,2021-12-22,0
60828,179208,5,2021-03-27,0
60828,179208,10,2021-02-06,0
60828,179208,21,2021-06-24,0
60830,7149,1,2021-08-04,0
60830,7149,3,2021-05-05,1
60830,7149,7,2021-10-30,0
60831,12881,2,2021-11-29,0
60831,12881,4,2021-05-05,0
60831,12881,9,2021-07-22,0
60834,86821,3,2021-01-11,0
60834,86821,7,2021-08-26,0
60834,86821,15,2021-08-11,1
60837,52115,6,2021-01-18,0
60837,52115,12,2021-06-11,0
60837,52115,24,2021-02-09,0
60838,73747,5,2021-04-14,0
60838,73747,17,2021-04-18,0
60838,73747,34,2021-12-30,0
60840,6516,2,2021-01-07,0
60840,6516,11,2021-04-26,0
60840,6516,22,2021-04-15,0
60841,27256,1,2021-08-26,1
60841,27256,4,2021-08-24,0
60841,27256,8,2021-12-02,0
60842,179208,11,2021-05-17,0
60842,179208,22,2021-11-18,1
60842,179208,45,2021-12-15,0
60844,179208,7,2021-10-25,0
60844,179208,14,2021-01-22,0
60844,179208,28,2021-11-18,0
60849,52115,2,2021-06-03,0
60849,52115,5,2021-08-03,0
60849,52115,11,2021-12-14,1
60857,179208,16,2021-08-18,0
60857,179208,32,2021-06-01,0
60857,179208,64,2021-01-20,0
60858,104092,10,2021-03-20,1
60858,104092,61,2021-10-27,0
60858,104092,122,2021-07-05,0
60866,6498,1,2021-04-20,0
60866,6498,2,2021-05-07,0
60866,6498,4,2021-07-09,0
60880,6498,1,2021-12-11,0
60880,6498,1,2021-03-30,1
60880,6498,1,2021-05-21,1
60894,179208,17,2021-07-29,1
60894,179208,34,2021-05-10,0
60894,179208,68,2021-08-10,0
60895,179208,109,2021-10-16,1
60895,179208,218,2021-08-06,1
60895,179208,436,2021-11-04,0
60896,6498,1,2021-12-17,1
60896,6498,2,2021-04-11,0
60896,6498,5,2021-02-13,0
60897,6498,1,2021-08-18,1
60897,6498,3,2021-07-29,0
60897,6498,6,2021-12-22,1
60898,179208,8,2021-02-09,0
60898,179208,17,2021-11-20,0
60898,179208,34,2021-11-02,0
60900,12881,2,2021-03-19,0
60900,12881,4,2021-01-30,0
60900,12881,9,2021-04-05,0
60901,179208,8,2021-08-25,0
60901,179208,17,2021-09-07,0
60901,179208,35,2021-02-06,0
60902,179208,9,2021-05-16,0
60902,179208,18,2021-12-28,0
60902,179208,36,2021-02-15,0
60903,179208,18,2021-01-31,0
60903,179208,37,2021-12-02,0
60903,179208,75,2021-03-17,0
60907,6498,1,2021-08-15,0
60907,6498,2,2021-12-07,0
60907,6498,5,2021-03-22,0
60908,6498,1,2021-07-05,1
60908,6498,2,2021-03-16,0
60908,6498,5,2021-03-26,0
60909,15483,4,2021-02-17,0
60909,15483,30,2021-07-01,0
60909,15483,60,2021-11-17,1
60912,13583,4,2021-11-05,0
60912,13583,21,2021-10-06,0
60912,13583,42,2021-12-10,0
60919,7149,3,2021-03-08,0
60919,7149,7,2021-08-21,0
60919,7149,14,2021-04-16,0
60920,6498,2,2021-12-06,0
60920,6498,4,2021-09-22,0
60920,6498,8,2021-10-31,0
60925,8065,2,2021-08-16,0
60925,8065,4,2021-07-03,0
60925,8065,8,2021-03-02,0
60930,8065,1,2021-03-22,0
60930,8065,3,2021-10-07,0
60930,8065,7,2021-11-24,0
60951,179208,10,2021-02-02,1
60951,179208,20,2021-10-27,0
60951,179208,40,2021-07-17,0
60959,15218,5,2021-08-24,0
60959,15218,34,2021-04-30,0
60959,15218,68,2021-01-16,1
60960,179208,10,2021-07-11,0
60960,179208,20,2021-06-27,0
60960,179208,41,2021-10-16,0
60961,179208,18,2021-09-24,1
60961,179208,37,2021-09-14,0
60961,179208,74,2021-04-05,0
60964,179208,11,2021-10-04,0
60964,179208,32,2021-06-25,0
60964,179208,64,2021-12-29,1
60965,6498,1,2021-02-10,0
60965,6498,3,2021-07-25,1
60965,6498,7,2021-07-07,1
60968,73747,6,2021-07-26,0
60968,73747,19,2021-01-28,1
60968,73747,38,2021-03-14,1
60980,104092,25,2021-01-20,0
60980,104092,155,2021-08-07,0
60980,104092,310,2021-01-14,0
60981,104092,25,2021-10-26,0
60981,104092,153,2021-12-18,1
60981,104092,306,2021-07-19,0
60982,104092,70,2021-08-31,1
60982,104092,353,2021-10-08,0
60982,104092,706,2021-08-26,1
60983,104092,54,2021-12-31,0
60983,104092,272,2021-12-03,0
60983,104092,544,2021-07-03,0
60985,109155,42,2021-10-23,0
60985,109155,297,2021-11-05,0
60985,109155,594,2021-12-22,1
60986,81204,8,2021-10-28,1
60986,81204,16,2021-09-13,0
60986,81204,32,2021-05-11,0
60990,14698,5,2021-03-23,0
60990,14698,21,2021-05-05,0
60990,14698,42,2021-01-06,0
60991,17118,6,2021-02-26,0
60991,17118,40,2021-08-20,0
60991,17118,80,2021-01-08,0
60994,13140,5,2021-02-13,1
60994,13140,9,2021-05-03,0
60994,13140,18,2021-08-13,0
61002,6498,1,2021-02-25,0
61002,6498,1,2021-11-29,0
61002,6498,2,2021-02-28,0
61004,8065,2,2021-03-08,0
61004,8065,4,2021-05-25,1
61004,8065,8,2021-11-04,0
61005,6498,1,2021-07-04,0
61005,6498,2,2021-06-16,1
61005,6498,5,2021-12-26,0
61009,103554,9,2021-05-31,0
61009,103554,17,2021-04-01,1
61009,103554,34,2021-01-15,0
61010,7149,3,2021-09-07,1
61010,7149,7,2021-08-27,0
61010,7149,14,2021-06-19,1
61012,6332,2,2021-01-22,0
61012,6332,8,2021-10-01,0
61012,6332,16,2021-10-11,0
61013,106952,12,2021-03-26,1
61013,106952,49,2021-10-16,1
61013,106952,98,2021-02-05,1
61014,6498,1,2021-08-19,0
61014,6498,2,2021-04-08,0
61014,6498,4,2021-11-01,0
61019,8600,3,2021-07-30,1
61019,8600,18,2021-01-11,0
61019,8600,36,2021-09-24,0
61023,179208,10,2021-10-11,0
61023,179208,29,2021-03-20,0
61023,179208,58,2021-03-28,0
61026,179208,17,2021-11-12,0
61026,179208,35,2021-08-08,1
61026,179208,71,2021-07-09,0
61034,179208,8,2021-08-31,0
61034,179208,17,2021-07-19,0
61034,179208,34,2021-04-30,0
61035,109083,7,2021-11-15,0
61035,109083,22,2021-05-10,0
61035,109083,44,2021-01-02,0
61037,179208,9,2021-11-18,1
61037,179208,18,2021-10-19,0
61037,179208,36,2021-06-27,0
61038,106952,19,2021-07-07,0
61038,106952,78,2021-12-03,0
61038,106952,156,2021-11-18,0
61039,100388,13,2021-11-16,0
61039,100388,152,2021-11-02,0
61039,100388,304,2021-12-11,0
61040,179208,19,2021-09-08,0
61040,179208,38,2021-08-07,1
61040,179208,76,2021-08-03,0
61041,179208,6,2021-06-22,0
61041,179208,13,2021-12-22,0
61041,179208,27,2021-04-29,0
61042,179208,25,2021-04-07,0
61042,179208,50,2021-11-25,0
61042,179208,100,2021-08-01,0
61044,104092,14,2021-07-27,0
61044,104092,68,2021-02-23,0
61044,104092,136,2021-02-26,0
61047,15015,6,2021-10-31,0
61047,15015,25,2021-03-13,0
61047,15015,50,2021-07-08,0
61060,29252,4,2021-01-11,0
61060,29252,12,2021-07-24,0
61060,29252,24,2021-11-11,0
61061,10156,3,2021-05-10,0
61061,10156,23,2021-09-17,0
61061,10156,46,2021-04-12,0
61062,6516,2,2021-07-21,0
61062,6516,15,2021-04-02,0
61062,6516,30,2021-05-23,0
61063,179208,17,2021-04-21,1
61063,179208,53,2021-10-17,0
61063,179208,106,2021-02-10,0
61064,27256,3,2021-03-04,0
61064,27256,8,2021-12-11,0
61064,27256,16,2021-07-25,0
61067,86821,7,2021-12-22,0
61067,86821,14,2021-05-31,0
61067,86821,28,2021-09-12,0
61070,6516,3,2021-11-15,0
61070,6516,19,2021-07-21,0
61070,6516,38,2021-04-06,1
61071,6332,3,2021-12-03,0
61071,6332,11,2021-04-01,0
61071,6332,22,2021-02-26,1
61072,179208,5,2021-08-14,0
61072,179208,10,2021-09-09,0
61072,179208,20,2021-08-31,0
61073,81204,4,2021-12-17,0
61073,81204,8,2021-08-17,0
61073,81204,17,2021-05-27,0
61077,7149,1,2021-02-28,0
61077,7149,3,2021-07-24,0
61077,7149,7,2021-07-18,0
61079,8493,2,2021-06-22,0
61079,8493,4,2021-10-06,0
61079,8493,8,2021-02-16,0
61081,29756,6,2021-12-26,0
61081,29756,66,2021-02-25,0
61081,29756,132,2021-11-16,1
61082,179208,32,2021-12-06,0
61082,179208,65,2021-02-10,0
61082,179208,130,2021-03-15,0
61085,109155,10,2021-05-20,0
61085,109155,70,2021-02-09,0
61085,109155,140,2021-01-19,0
61088,11500,4,2021-04-04,0
61088,11500,28,2021-11-27,1
61088,11500,56,2021-07-16,1
61089,24229,6,2021-06-11,0
61089,24229,64,2021-02-16,1
61089,24229,128,2021-09-06,1
61099,6498,1,2021-09-06,0
61099,6498,1,2021-05-08,0
61099,6498,2,2021-07-28,0
61100,179208,13,2021-06-16,0
61100,179208,27,2021-11-15,0
61100,179208,54,2021-08-07,0
61102,12500,3,2021-05-08,0
61102,12500,28,2021-12-05,0
61102,12500,56,2021-03-29,0
61113,179208,10,2021-06-28,0
61113,179208,29,2021-12-16,0
61113,179208,58,2021-03-14,0
61114,18691,2,2021-07-16,0
61114,18691,5,2021-03-19,0
61114,18691,10,2021-06-29,1
61128,18691,2,2021-04-29,0
61128,18691,5,2021-11-27,0
61128,18691,10,2021-07-29,0
61129,179208,15,2021-10-13,0
61129,179208,31,2021-07-03,1
61129,179208,62,2021-07-22,0
61131,179208,69,2021-08-06,0
61131,179208,138,2021-12-18,0
61131,179208,276,2021-01-12,0
61133,8065,2,2021-08-06,0
61133,8065,4,2021-01-06,0
61133,8065,8,2021-06-19,0
61139,6516,2,2021-03-25,0
61139,6516,16,2021-08-02,0
61139,6516,32,2021-07-09,0
61141,6498,1,2021-02-21,1
61141,6498,3,2021-04-03,1
61141,6498,6,2021-07-08,0
61148,27256,1,2021-12-16,0
61148,27256,2,2021-11-11,0
61148,27256,4,2021-03-20,0
61179,16801,5,2021-04-08,0
61179,16801,37,2021-10-25,0
61179,16801,74,2021-05-25,0
61180,8600,4,2021-11-17,0
61180,8600,22,2021-09-17,0
61180,8600,44,2021-12-13,0
61184,179208,52,2021-08-19,0
61184,179208,105,2021-12-10,0
61184,179208,211,2021-08-17,0
61193,179208,10,2021-06-07,0
61193,179208,20,2021-11-03,0
61193,179208,40,2021-08-08,1
61194,81204,4,2021-06-30,0
61194,81204,8,2021-09-09,0
61194,81204,16,2021-02-08,1
61197,7168,3,2021-03-31,0
61197,7168,20,2021-04-17,0
61197,7168,40,2021-05-27,0
61198,8600,4,2021-03-18,0
61198,8600,22,2021-07-30,0
61198,8600,44,2021-05-17,0
61200,86821,3,2021-03-23,0
61200,86821,7,2021-04-17,0
61200,86821,15,2021-12-05,0
61201,6498,1,2021-02-20,0
61201,6498,2,2021-12-03,0
61201,6498,5,2021-03-15,0
61203,6498,2,2021-07-28,1
61203,6498,4,2021-08-02,0
61203,6498,8,2021-02-28,0
61206,179208,17,2021-10-14,0
61206,179208,35,2021-01-16,0
61206,179208,71,2021-04-11,0
61207,179208,14,2021-07-24,0
61207,179208,29,2021-03-10,1
61207,179208,58,2021-10-25,0
61209,6498,2,2021-09-19,0
61209,6498,3,2021-01-02,0
61209,6498,6,2021-03-18,0
61210,179208,15,2021-10-13,0
61210,179208,31,2021-08-05,0
61210,179208,62,2021-12-01,0
61212,6498,1,2021-12-02,0
61212,6498,1,2021-01-06,0
61212,6498,2,2021-10-05,0
61213,179208,8,2021-11-23,0
61213,179208,17,2021-04-08,1
61213,179208,34,2021-01-26,0
61218,35100,5,2021-10-04,0
61218,35100,45,2021-03-03,0
61218,35100,90,2021-03-02,0
61219,6516,3,2021-12-01,0
61219,6516,15,2021-10-07,0
61219,6516,30,2021-11-29,0
61220,21121,3,2021-02-18,0
61220,21121,27,2021-09-29,0
61220,21121,54,2021-07-30,1
61221,6516,3,2021-10-01,0
61221,6516,19,2021-08-03,0
61221,6516,38,2021-05-08,0
61222,6332,2,2021-10-12,0
61222,6332,8,2021-01-26,1
61222,6332,16,2021-12-19,0
61223,8416,3,2021-11-19,0
61223,8416,23,2021-07-07,0
61223,8416,46,2021-07-15,0
61225,18691,2,2021-11-07,1
61225,18691,5,2021-01-25,0
61225,18691,10,2021-01-24,1
61227,6516,2,2021-05-04,0
61227,6516,12,2021-04-20,0
61227,6516,24,2021-08-22,0
61228,33644,5,2021-11-22,0
61228,33644,41,2021-07-31,1
61228,33644,82,2021-05-26,1
61231,6498,1,2021-11-15,0
61231,6498,1,2021-09-27,0
61231,6498,2,2021-09-08,0
61237,8065,4,2021-06-13,0
61237,8065,7,2021-06-20,0
61237,8065,14,2021-02-15,0
61241,179208,15,2021-11-12,0
61241,179208,30,2021-11-26,0
61241,179208,60,2021-12-24,0
61242,6498,3,2021-11-08,1
61242,6498,7,2021-07-16,0
61242,6498,14,2021-03-13,0
61244,179208,40,2021-04-25,1
61244,179208,120,2021-02-26,0
61244,179208,240,2021-08-24,0
61245,86821,3,2021-09-08,0
61245,86821,7,2021-01-28,0
61245,86821,15,2021-11-28,0
61258,6498,2,2021-07-01,0
61258,6498,4,2021-07-23,1
61258,6498,8,2021-12-05,0
61259,6498,3,2021-03-05,0
61259,6498,5,2021-06-02,0
61259,6498,10,2021-10-26,1
61262,6498,1,2021-01-10,0
61262,6498,2,2021-12-11,0
61262,6498,4,2021-01-31,1
61264,99504,7,2021-01-01,0
61264,99504,21,2021-12-10,0
61264,99504,42,2021-11-10,1
61265,113012,9,2021-04-08,0
61265,113012,28,2021-04-21,0
61265,113012,56,2021-05-16,0
61266,104092,16,2021-06-07,0
61266,104092,94,2021-03-15,0
61266,104092,188,2021-08-20,0
61267,179208,31,2021-04-25,0
61267,179208,62,2021-09-08,0
61267,179208,124,2021-10-14,0
61268,27256,1,2021-03-09,0
61268,27256,3,2021-11-17,1
61268,27256,6,2021-02-14,0
61273,6498,3,2021-09-29,0
61273,6498,7,2021-06-22,1
61273,6498,14,2021-05-09,0
61274,179208,15,2021-09-16,0
61274,179208,30,2021-12-29,0
61274,179208,60,2021-01-09,0
61275,6498,2,2021-09-12,0
61275,6498,3,2021-10-27,0
61275,6498,6,2021-02-08,0
61276,179208,10,2021-07-08,1
61276,179208,30,2021-05-27,0
61276,179208,60,2021-01-12,0
61277,6516,2,2021-10-29,0
61277,6516,14,2021-07-12,0
61277,6516,28,2021-08-30,0
61278,6516,2,2021-04-09,0
61278,6516,15,2021-01-24,0
61278,6516,30,2021-05-06,0
61280,27256,2,2021-05-27,0
61280,27256,7,2021-02-09,0
61280,27256,14,2021-06-30,0
61284,103554,9,2021-01-05,0
61284,103554,18,2021-12-08,0
61284,103554,36,2021-03-06,1
61285,179208,10,2021-12-26,1
61285,179208,20,2021-09-18,1
61285,179208,40,2021-04-05,1
61286,179208,14,2021-06-28,0
61286,179208,29,2021-03-04,0
61286,179208,58,2021-06-07,1
61294,6498,1,2021-11-25,0
61294,6498,2,2021-02-06,0
61294,6498,4,2021-12-27,0
61295,6498,1,2021-03-07,0
61295,6498,2,2021-05-19,0
61295,6498,4,2021-11-16,1
61296,6498,1,2021-01-18,0
61296,6498,2,2021-11-14,0
61296,6498,5,2021-04-24,1
61297,6498,1,2021-05-21,0
61297,6498,1,2021-12-10,1
61297,6498,3,2021-11-21,0
61310,179208,37,2021-12-14,0
61310,179208,75,2021-03-23,0
61310,179208,150,2021-09-11,1
61312,81204,4,2021-04-11,0
61312,81204,8,2021-05-09,0
61312,81204,17,2021-05-15,0
61314,104092,32,2021-02-26,0
61314,104092,196,2021-06-17,0
61314,104092,392,2021-06-08,1
61324,6498,1,2021-03-18,0
61324,6498,2,2021-04-21,0
61324,6498,5,2021-01-05,1
61326,104092,23,2021-10-14,1
61326,104092,116,2021-12-11,0
61326,104092,232,2021-09-17,0
61331,6498,2,2021-12-31,0
61331,6498,4,2021-12-15,0
61331,6498,8,2021-07-25,0
61334,6498,1,2021-08-25,0
61334,6498,2,2021-05-06,1
61334,6498,5,2021-03-26,0
61335,179208,6,2021-09-26,0
61335,179208,12,2021-03-12,0
61335,179208,25,2021-12-05,1
61341,7149,1,2021-01-11,1
61341,7149,3,2021-08-24,0
61341,7149,7,2021-10-08,1
61342,77242,3,2021-03-26,1
61342,77242,7,2021-06-20,1
61342,77242,14,2021-08-11,0
61343,6983,3,2021-07-19,0
61343,6983,14,2021-05-21,0
61343,6983,28,2021-04-29,1
61345,8493,2,2021-07-20,0
61345,8493,4,2021-06-27,0
61345,8493,8,2021-03-21,0
61348,52115,3,2021-10-15,0
61348,52115,6,2021-06-01,0
61348,52115,12,2021-12-14,1
61350,77242,3,2021-03-12,1
61350,77242,7,2021-03-14,0
61350,77242,14,2021-07-15,0
61353,6516,2,2021-06-06,0
61353,6516,13,2021-06-23,0
61353,6516,26,2021-02-10,0
61354,104092,10,2021-07-27,0
61354,104092,51,2021-01-18,1
61354,104092,102,2021-12-09,0
61357,8493,2,2021-02-28,0
