order,gt
date220 item937 52115 0 24,machine21 9 • machine35 15
date146 item2803 6498 0 3,machine23 3
date086 item5283 41077 0 39,machine04 7 • machine10 3 • machine22 6 • machine23 19 • machine29 4
date347 item3006 6498 0 1,machine21 1
date060 item5844 6498 0 2,machine29 2
date035 item3409 6498 1 3,machine08 3
date270 item5944 8065 1 2,machine12 2
date271 item3664 179208 0 52,machine05 52
date068 item3764 27256 0 1,machine21 1
date203 item3935 6516 1 2,machine23 1 • machine28 1
date220 item193 6498 0 1,machine21 1
date026 item2490 77242 0 3,machine21 3
date044 item1425 179208 0 6,machine29 6
date274 item5247 6498 0 3,machine35 3
date108 item1386 179208 0 5,machine33 5
date286 item5122 6498 0 1,machine28 1
date008 item3471 15483 0 4,machine08 1 • machine21 1 • machine28 1 • machine30 1 • machine33 1
date008 item1027 34303 0 240,machine01 4 • machine03 4 • machine04 33 • machine05 44 • machine06 38 • machine10 20 • machine14 36 • machine16 2 • machine20 19 • machine28 5 • machine32 25 • machine33 11
date194 item5969 43937 0 34,machine01 8 • machine06 15 • machine32 11
date087 item4894 179208 0 28,machine04 8 • machine05 1 • machine20 19
date313 item2277 6516 0 19,machine08 5 • machine09 4 • machine10 3 • machine14 3 • machine33 4
date070 item795 6498 1 1,machine10 1
date358 item3294 102669 0 25,machine06 19 • machine19 6
date333 item1732 179208 0 52,machine23 52
date294 item5761 6498 1 6,machine34 6
date128 item3814 6498 0 1,machine30 1
date343 item3734 104092 0 102,machine08 6 • machine10 13 • machine21 28 • machine23 35 • machine28 20
date059 item3398 13099 0 116,machine04 15 • machine08 21 • machine10 23 • machine21 2 • machine22 22 • machine23 12 • machine28 3 • machine29 16 • machine30 2
date229 item122 6498 0 1,machine28 1
date192 item455 109155 0 11,machine04 1 • machine09 2 • machine10 2 • machine14 1 • machine21 2 • machine23 2 • machine28 1
date283 item4310 101291 0 4,machine28 4
date117 item1872 52115 1 22,machine08 12 • machine09 10
date141 item4934 106952 1 123,machine04 24 • machine10 38 • machine20 40 • machine28 21
date167 item248 6557 1 16,machine10 1 • machine11 2 • machine21 2 • machine22 2 • machine23 1 • machine28 1 • machine30 2 • machine31 2 • machine34 2 • machine35 1
date160 item3425 6498 0 4,machine08 4
date225 item167 6498 0 8,machine28 3 • machine29 5
date110 item1822 6498 0 3,machine10 3
date212 item2485 103554 0 9,machine20 9
date283 item5132 34772 0 5,machine04 2 • machine08 3 • machine09 1
date213 item615 27256 0 5,machine14 3 • machine29 1
date298 item5523 15015 0 25,machine04 6 • machine08 9 • machine32 5 • machine33 4
date090 item2369 179208 0 10,machine23 10
date303 item6238 77242 1 14,machine09 13 • machine10 1
date149 item2655 13140 0 5,machine21 5
date005 item3073 12881 0 4,machine23 4
date338 item1125 53798 0 9,machine07 1 • machine09 2 • machine20 1 • machine21 2 • machine30 1 • machine32 2
date231 item611 6516 0 28,machine08 8 • machine21 4 • machine22 8 • machine28 4 • machine30 5
date267 item2496 179208 0 20,machine33 20
date343 item3536 6498 0 5,machine21 5
date072 item2575 6498 0 3,machine21 3
date261 item3957 104092 0 60,machine03 18 • machine05 8 • machine16 10 • machine19 2 • machine20 8 • machine32 14
date179 item5752 24294 0 50,machine08 8 • machine09 4 • machine10 7 • machine14 1 • machine21 3 • machine23 8 • machine28 9 • machine29 7 • machine35 4
date334 item2374 86821 0 3,machine23 3
date320 item2175 9195 0 44,machine09 14 • machine10 9 • machine14 3 • machine21 2 • machine23 3 • machine28 13
date008 item6565 8416 0 30,machine10 7 • machine23 1 • machine28 9 • machine30 13
date131 item2109 179208 0 29,machine06 29
date292 item5800 33640 0 13,machine09 5 • machine30 7 • machine35 2
date034 item6205 81204 0 16,machine19 5 • machine32 11
date267 item3400 179208 0 13,machine01 13
date258 item146 8844 1 32,machine04 7 • machine09 15 • machine14 9 • machine15 1
date307 item2886 8493 0 8,machine23 8
date362 item5931 52115 1 11,machine35 11
date213 item6324 33447 0 166,machine04 17 • machine08 20 • machine09 21 • machine10 13 • machine14 3 • machine21 27 • machine23 21 • machine28 8 • machine30 4 • machine31 24 • machine34 3 • machine35 4
date316 item4660 52115 0 5,machine30 5
date341 item5515 6498 0 1,machine21 1
date277 item938 15015 1 22,machine08 4 • machine21 9 • machine23 8 • machine30 1
date179 item2179 6498 0 3,machine28 3
date346 item4964 104092 0 13,machine05 4 • machine18 4 • machine20 2 • machine32 3
date138 item4267 27256 0 2,machine22 1 • machine29 1 • machine30 1
date139 item1732 179208 0 26,machine23 26
date178 item6573 102669 0 26,machine14 15 • machine24 10 • machine28 1
date191 item1246 6332 0 9,machine07 3 • machine22 2 • machine24 2 • machine35 2
date150 item4363 6557 0 2,nan
date009 item115 6498 0 1,machine08 1
date101 item2285 6498 0 6,machine21 6
date337 item5017 27256 1 16,machine14 6 • machine21 5 • machine28 4
date170 item1703 18691 0 10,machine23 10
date142 item4518 6498 1 6,machine08 6
date093 item770 27907 0 3,machine14 2 • machine28 1
date253 item1639 18691 0 2,machine08 2
date023 item4449 86821 0 7,machine23 7
date153 item6481 6498 0 1,machine28 1
date189 item1744 179208 0 24,machine29 24
date167 item4019 6498 0 10,machine08 3 • machine29 7
date107 item716 6498 0 2,machine08 2
date043 item1358 35875 1 6,machine14 1 • machine21 1 • machine22 1 • machine23 1 • machine28 1 • machine29 1
date079 item5931 52115 0 2,machine35 2
date273 item1322 40311 1 46,machine14 9 • machine25 5 • machine28 5 • machine29 6 • machine31 21
date126 item211 33640 0 24,machine04 5 • machine11 4 • machine34 15
date335 item931 10169 0 37,machine07 7 • machine08 6 • machine14 4 • machine21 1 • machine22 3 • machine23 3 • machine28 3 • machine31 1 • machine34 3 • machine35 7
date289 item4918 52115 0 6,machine23 6
date114 item104 6498 0 3,machine09 3
date180 item4259 179208 1 43,machine20 43
date024 item188 6498 0 8,machine09 5 • machine23 3
date313 item5696 6498 0 2,machine07 2
date296 item144 73747 0 15,machine04 8 • machine09 1 • machine28 6
date165 item4504 179208 0 38,machine19 38
date338 item4451 179208 0 14,machine19 14
date348 item1716 18691 1 5,machine23 5
date240 item4677 179208 0 25,machine05 25
date073 item2555 6498 0 1,machine21 1
date080 item5045 13140 0 5,machine08 1 • machine09 4
date048 item4936 179208 0 48,machine32 12 • machine33 36
date073 item5879 6498 0 2,machine08 2
date240 item3676 81204 0 8,machine09 8
date233 item4286 12881 1 8,machine29 8
date301 item853 22885 0 84,machine02 7 • machine04 8 • machine09 8 • machine10 7 • machine14 3 • machine16 7 • machine21 7 • machine22 5 • machine23 8 • machine28 7 • machine29 9 • machine30 1 • machine31 2 • machine34 2 • machine35 4
date346 item2592 179208 0 56,machine20 56
date028 item5602 6498 0 2,machine08 1 • machine30 1
date160 item1457 14025 0 4,machine07 1 • machine21 1 • machine31 1
date154 item6123 7168 0 3,machine21 1 • machine22 1 • machine23 1
date146 item3313 6498 1 1,machine34 1
date181 item4937 179208 0 42,machine05 42
date355 item2492 77242 1 7,machine33 7
date062 item5636 81204 0 8,machine20 4 • machine32 4
date336 item462 179208 0 13,machine04 11 • machine28 2
date356 item1848 179208 0 20,machine33 20
date099 item4407 100388 1 320,machine01 33 • machine04 28 • machine05 7 • machine08 30 • machine09 31 • machine14 14 • machine20 36 • machine21 30 • machine28 36 • machine29 17 • machine32 26 • machine33 31
date273 item3939 6498 0 2,machine08 1 • machine21 1
date125 item4803 179208 0 366,machine01 157 • machine06 132 • machine19 77
date327 item507 109155 0 79,machine04 18 • machine09 14 • machine10 10 • machine14 18 • machine21 3 • machine23 5 • machine28 11
date239 item2497 77242 0 14,machine33 14
date313 item247 6516 0 3,machine21 1 • machine28 1 • machine31 1 • machine34 1
date057 item2210 6498 1 6,machine10 3 • machine23 3
date159 item312 11941 0 20,machine07 1 • machine08 2 • machine10 1 • machine11 2 • machine15 2 • machine21 2 • machine22 2 • machine23 1 • machine30 2 • machine31 1 • machine34 2 • machine35 1
date365 item2671 179208 0 36,machine20 36
date070 item6494 43937 0 8,machine08 3 • machine21 1 • machine22 4
date304 item5386 179208 1 23,machine05 3 • machine20 13 • machine33 7
date042 item5768 52115 0 10,machine07 3 • machine22 7
date261 item2122 6498 0 1,machine21 1
date201 item6403 105576 1 34,machine01 3 • machine02 2 • machine03 4 • machine05 3 • machine06 6 • machine16 6 • machine17 4 • machine19 7
date146 item1637 52115 0 5,machine09 5
date111 item592 27256 0 2,machine22 1 • machine23 1
date329 item5461 86821 0 7,machine32 7
date297 item1665 103554 1 4,machine33 4
date064 item3113 104092 0 10,machine04 1 • machine05 2 • machine08 1 • machine20 2 • machine32 4
date145 item2250 73747 0 6,machine14 1 • machine33 5
date305 item286 6498 0 2,machine26 1 • machine30 1
date302 item3703 6498 0 1,machine10 1
date357 item5263 13140 0 10,machine28 10
date138 item5024 6498 0 8,machine23 5 • machine29 3
date222 item5998 179208 0 41,machine19 41
date328 item3093 6498 1 4,machine21 4
date231 item4424 179208 0 10,machine32 6 • machine33 4
date232 item1058 179208 0 49,machine05 49
date302 item582 73747 0 5,machine07 2 • machine21 2 • machine23 1
date173 item5170 6498 0 4,machine34 4
date089 item442 6983 1 28,machine09 5 • machine10 2 • machine23 10 • machine28 10
date250 item1610 7149 0 1,machine23 1
date016 item4052 179208 0 80,machine10 9 • machine23 71
date166 item5499 8844 0 15,machine08 1 • machine09 6 • machine21 4 • machine35 4
date074 item6444 43171 0 70,machine04 23 • machine07 33 • machine08 6 • machine21 8
date358 item5274 8065 1 4,machine30 4
date091 item193 6498 0 1,machine21 1
date042 item846 106952 1 280,machine06 129 • machine21 38 • machine23 39 • machine30 74
date351 item186 34772 0 15,machine04 4 • machine10 9 • machine28 3
date144 item2970 179208 0 62,machine20 15 • machine32 47
date243 item4199 27256 1 8,machine23 5 • machine28 1 • machine30 2
date103 item1003 179208 0 106,machine01 29 • machine05 73 • machine32 4
date330 item1568 8416 0 21,machine10 4 • machine21 7 • machine25 3 • machine31 2 • machine34 1 • machine35 4
date347 item353 6498 0 6,machine08 3 • machine29 3
date235 item4717 27256 0 1,machine09 1
date226 item2306 179208 0 10,machine21 10
date343 item3486 106952 0 104,machine05 52 • machine06 32 • machine16 6 • machine19 14
date059 item1423 73747 0 18,machine04 8 • machine09 4 • machine31 6
date040 item4805 104092 0 122,machine01 23 • machine03 33 • machine06 15 • machine16 34 • machine19 17
date085 item5036 27256 0 7,machine10 3 • machine23 3 • machine28 1
date315 item6265 33644 0 41,machine04 4 • machine08 7 • machine09 10 • machine21 1 • machine30 2 • machine31 14 • machine33 2
date222 item335 6498 1 1,machine21 1
date209 item4047 6498 1 2,machine08 2
date301 item3020 179208 1 10,machine05 10
date111 item1924 179208 0 35,machine03 11 • machine05 13 • machine32 12
date323 item6327 40551 0 230,machine02 7 • machine04 13 • machine07 13 • machine08 24 • machine09 12 • machine14 24 • machine16 6 • machine18 17 • machine20 18 • machine21 10 • machine28 19 • machine30 15 • machine31 11 • machine34 18 • machine35 22
date263 item1247 9518 0 33,machine05 3 • machine08 5 • machine09 6 • machine21 1 • machine22 1 • machine23 2 • machine30 3 • machine31 1 • machine32 5 • machine33 4 • machine34 2
date282 item3651 47491 0 7,machine05 1 • machine08 2 • machine14 1 • machine21 1 • machine32 2 • machine33 2
date154 item909 179208 0 92,machine01 56 • machine20 36
date013 item2281 179208 0 140,machine06 140
date055 item5279 15015 0 23,machine08 8 • machine09 2 • machine21 9 • machine23 4
date245 item2577 8493 0 4,machine28 4
date202 item5207 106952 0 108,machine06 23 • machine16 45 • machine17 40 • machine19 1
date006 item2576 12881 0 4,machine28 4
date269 item6515 34772 0 5,machine28 1 • machine29 4
date190 item3842 179208 0 71,machine05 71
date294 item762 20957 1 318,machine04 21 • machine07 26 • machine08 23 • machine10 24 • machine12 14 • machine18 32 • machine21 36 • machine22 12 • machine23 27 • machine28 11 • machine30 19 • machine31 9 • machine34 20 • machine35 43
date068 item5453 6498 0 1,machine08 1
date177 item3918 52115 0 5,machine21 1 • machine29 4
date122 item4904 15218 0 6,machine08 3 • machine09 2 • machine21 1
date182 item2992 6498 0 6,machine21 6
date248 item1679 179208 0 19,machine32 19
date015 item2728 8493 0 8,machine21 2 • machine33 6
date046 item4890 6498 1 1,machine30 1
date173 item283 27256 0 3,machine07 1 • machine15 1 • machine30 1
date176 item2845 106952 1 41,machine08 13 • machine09 11 • machine28 4 • machine32 13
date177 item5976 6498 0 1,machine34 1
date205 item2712 6498 0 3,machine10 1 • machine21 2
date330 item3619 6498 0 1,machine28 1
date129 item2056 179208 0 20,machine23 10 • machine32 10
date199 item3821 7149 0 7,machine29 7
date107 item1231 86821 0 16,machine23 16
date228 item4548 6498 0 1,machine28 1
date365 item6167 179208 0 131,machine05 12 • machine20 119
date362 item1704 179208 0 40,machine20 26 • machine33 14
date099 item1230 26391 0 37,machine08 4 • machine09 6 • machine21 1 • machine22 6 • machine23 4 • machine28 5 • machine31 5 • machine34 5
date020 item4897 179208 0 23,machine19 23
date093 item3804 6498 1 3,machine30 3
date292 item6329 145749 0 408,machine01 67 • machine03 62 • machine05 68 • machine06 69 • machine19 40 • machine20 39 • machine32 4 • machine33 59
date345 item2444 6498 0 4,machine21 4
date056 item5503 106952 0 592,machine02 279 • machine03 65 • machine16 181 • machine19 67
date273 item3968 7149 0 7,machine08 3 • machine21 4
date161 item5184 12881 1 9,machine09 9
date264 item2592 179208 0 28,machine20 28
date205 item5440 52115 1 11,machine35 11
date139 item5801 145749 0 78,machine08 18 • machine09 6 • machine10 2 • machine14 14 • machine21 3 • machine23 15 • machine28 12 • machine33 8
date346 item3991 179208 0 6,machine28 6
date344 item6222 52115 0 5,machine24 1 • machine28 4
date200 item4984 6498 0 1,machine21 1
date134 item1006 86821 0 30,machine14 12 • machine23 18
date003 item4639 179208 0 94,machine04 19 • machine05 36 • machine29 39
date073 item5863 52115 1 11,machine30 11
date143 item6531 6498 0 12,machine07 8 • machine34 4
date124 item2203 179208 0 14,machine05 14
date346 item3148 179208 0 80,machine05 80
date265 item3923 23977 1 46,machine08 5 • machine09 6 • machine14 2 • machine21 7 • machine22 6 • machine28 4 • machine30 6 • machine33 8
date012 item1024 100388 0 366,machine01 33 • machine05 10 • machine06 62 • machine08 15 • machine16 40 • machine17 29 • machine18 39 • machine19 30 • machine20 46 • machine32 61
date259 item6254 179208 0 182,machine16 127 • machine17 55
date286 item2636 6498 0 3,machine08 2 • machine21 1
date139 item4307 179208 1 19,machine10 19
date260 item5068 52115 1 20,machine10 12 • machine28 8
date126 item5881 6498 0 1,machine09 1
date175 item2652 179208 0 28,machine14 12 • machine21 16
date256 item1258 179208 0 40,machine14 10 • machine21 30
date161 item3388 179208 0 37,machine01 29 • machine19 8
date362 item4237 99504 0 40,machine10 16 • machine29 15 • machine30 9
date037 item6340 6498 0 12,machine09 8 • machine28 4
date149 item2835 33960 0 5,machine04 1 • machine08 1 • machine20 1 • machine33 1
date358 item3042 6498 0 1,machine21 1
date089 item1416 45374 0 9,machine04 1 • machine08 2 • machine10 1 • machine14 2 • machine20 1 • machine31 2 • machine34 2
date001 item509 6498 1 2,machine09 1 • machine30 1
date084 item2725 179208 0 11,machine21 11
date046 item2338 6498 0 2,machine10 1 • machine33 1
date273 item6318 16724 0 38,machine07 6 • machine08 8 • machine09 1 • machine10 2 • machine21 5 • machine28 7 • machine34 2 • machine35 8
date234 item536 11941 0 29,machine07 3 • machine08 2 • machine09 6 • machine10 3 • machine14 4 • machine21 1 • machine22 3 • machine28 3 • machine29 1 • machine30 2 • machine34 1
date324 item4860 6498 0 1,machine09 1
date299 item6440 179208 0 115,machine02 115
date033 item5812 179208 0 64,machine20 25 • machine32 39
date206 item71 6498 0 2,machine22 2
date204 item5059 26391 0 66,machine08 14 • machine09 13 • machine14 6 • machine21 2 • machine23 13 • machine31 10 • machine35 7
date207 item5644 179208 0 27,machine32 27
date255 item2111 6498 1 10,machine23 2 • machine28 8
date073 item5868 109083 1 44,machine32 34 • machine33 6 • machine34 4
date293 item599 18691 0 9,machine10 3 • machine28 6
date186 item559 102669 0 8,machine03 3 • machine32 4 • machine33 1
date018 item5460 33960 1 88,machine08 16 • machine09 16 • machine14 11 • machine22 22 • machine30 3 • machine34 8 • machine35 11
date073 item2207 6498 0 3,machine28 3
date294 item1477 40323 0 14,machine08 9 • machine21 1 • machine33 4
date289 item3866 179208 0 41,machine05 41
date171 item3740 77242 1 7,machine10 7
date039 item6045 6516 0 16,machine01 7 • machine22 1 • machine30 8 • machine34 1
date164 item3135 179208 0 13,machine05 13
date180 item4683 179208 1 26,machine03 6 • machine06 12 • machine16 8
date192 item5220 27256 0 7,machine09 3 • machine23 1 • machine30 3
date239 item5798 12881 0 9,machine07 9
date092 item4853 179208 0 35,machine04 35
date043 item4353 145749 1 302,machine01 118 • machine03 10 • machine05 10 • machine06 53 • machine16 81 • machine17 10 • machine19 9 • machine20 11
date166 item2899 6498 1 1,machine10 1
date268 item6474 6498 0 1,machine23 1
date234 item5629 179208 0 48,machine05 33 • machine20 15
date334 item3551 12881 0 4,machine10 4
date078 item3628 6498 0 2,machine22 2
date218 item5912 20470 1 3,machine09 1 • machine30 1
date205 item3478 6332 0 24,machine08 7 • machine09 3 • machine21 7 • machine28 7
date212 item3462 99504 0 20,machine10 7 • machine20 6 • machine23 6
date212 item955 13140 0 20,machine08 3 • machine34 17
date030 item2325 8493 1 2,machine23 2
date195 item2978 6498 0 3,machine21 3
date230 item3632 6498 1 3,machine22 3
date091 item1841 73747 0 6,machine08 3 • machine21 1 • machine23 3
date104 item2598 179208 0 146,machine01 14 • machine06 132
date182 item5505 7168 1 38,machine07 7 • machine10 11 • machine21 2 • machine23 5 • machine28 13
date066 item3153 179208 0 32,machine06 32
date195 item4173 6498 1 2,machine30 2
date341 item5615 101291 0 19,machine23 19
date241 item615 27256 0 1,nan
date221 item1972 27256 0 8,machine08 6 • machine09 1 • machine29 1
date101 item771 6498 1 1,machine30 1
date084 item1247 9518 0 3,machine05 1 • machine21 1
date052 item3902 179208 0 60,machine05 60
date105 item4666 6516 0 3,machine21 1 • machine23 1 • machine35 1
date249 item1139 179208 0 19,machine04 19
date345 item390 95463 0 128,machine01 3 • machine03 22 • machine05 12 • machine06 18 • machine16 21 • machine18 7 • machine19 22 • machine20 7 • machine32 3 • machine33 11
date171 item4055 6498 0 2,machine32 2
date066 item5387 109155 1 328,machine01 12 • machine02 75 • machine03 42 • machine06 90 • machine16 11 • machine17 87 • machine19 10
date248 item4695 246800 0 7,machine10 7
date164 item3776 8065 0 4,machine10 2 • machine23 2
date119 item2868 6498 0 1,machine09 1
date148 item5152 6498 0 2,machine28 2
date189 item4549 52115 0 6,machine28 6
date181 item5650 6498 1 8,machine21 6 • machine28 2
date173 item6004 11094 0 4,machine10 1 • machine30 1 • machine31 1
date128 item2712 6498 0 6,machine10 4 • machine21 2
date155 item2752 179208 0 21,machine10 21
date340 item668 14698 0 20,machine08 2 • machine21 9 • machine22 7 • machine23 2
date091 item2227 52115 1 12,machine04 12
date148 item3156 13140 0 20,machine08 15 • machine21 5
date133 item4365 12834 0 72,machine08 9 • machine09 2 • machine21 8 • machine22 10 • machine23 13 • machine28 5 • machine30 13 • machine34 6 • machine35 6
date321 item1544 52115 0 11,machine08 11
date103 item2917 23148 0 64,machine08 3 • machine09 7 • machine14 15 • machine21 11 • machine28 8 • machine29 9 • machine32 8 • machine33 3
date074 item4425 179208 0 38,machine04 18 • machine05 20
date008 item3729 6498 0 1,machine22 1
date037 item786 6332 0 10,machine09 4 • machine21 2 • machine28 4
date151 item6411 21121 0 52,machine08 11 • machine09 1 • machine10 8 • machine14 7 • machine21 5 • machine28 7 • machine30 4 • machine35 10
date187 item6065 8416 1 2,machine21 1
date168 item5741 52115 0 6,machine29 2 • machine30 4
date088 item830 179208 0 40,machine30 40
date364 item768 6498 1 1,machine01 1
date322 item4448 21121 0 25,machine09 6 • machine10 2 • machine21 1 • machine28 3 • machine29 7 • machine30 6
date173 item95 52115 0 12,machine23 12
date033 item1300 179208 0 23,machine09 17 • machine10 6
date013 item2021 179208 0 24,machine32 3 • machine33 21
date147 item5951 52115 0 6,machine28 6
date260 item4044 179208 1 20,machine05 20
date354 item6055 179208 0 41,machine06 41
date106 item5324 6498 0 6,machine08 6
date005 item4855 17612 0 5,machine09 1 • machine10 1 • machine28 1 • machine29 1
date301 item4537 103554 0 38,machine20 23 • machine33 15
date024 item4111 106952 0 27,machine06 10 • machine28 12 • machine32 4
date194 item2605 6498 0 1,machine23 1
date217 item2958 6498 1 2,machine21 2
date360 item5212 179208 0 11,machine09 1 • machine10 6 • machine28 3
date172 item2453 179208 0 17,machine05 17
date068 item4419 33644 0 43,machine08 2 • machine10 5 • machine14 8 • machine21 7 • machine22 7 • machine23 2 • machine29 11
date248 item935 102669 0 48,machine09 30 • machine10 5 • machine28 13
date189 item2110 6498 1 3,machine10 3
date114 item1167 104092 0 96,machine08 38 • machine09 19 • machine23 11 • machine32 26 • machine34 2
date126 item5510 27256 0 7,machine10 2 • machine21 4
date026 item4209 77242 1 3,machine28 3
date100 item6043 6498 0 2,machine09 2
date262 item4702 105576 0 206,machine01 11 • machine03 39 • machine05 3 • machine16 25 • machine19 3 • machine20 49 • machine32 55 • machine33 22
date251 item4583 12834 0 70,machine04 5 • machine08 5 • machine09 3 • machine10 12 • machine14 10 • machine21 2 • machine22 14 • machine28 15 • machine30 4
date091 item1504 6516 0 8,machine08 2 • machine21 2 • machine22 2 • machine23 2 • machine28 1
date258 item2001 8493 1 16,machine08 1 • machine32 15
date209 item5815 8065 0 4,machine08 4
date069 item4049 26209 0 6,machine05 1 • machine08 1 • machine09 1 • machine21 1 • machine28 1 • machine30 1
date171 item5462 15218 1 6,machine04 2 • machine09 1 • machine21 1 • machine31 2
date071 item347 6498 0 1,machine21 1
date064 item2874 35152 0 5,machine08 1 • machine09 1 • machine14 1 • machine28 1 • machine30 1
date151 item2673 6498 1 2,machine10 1 • machine28 1
date073 item5894 106952 0 98,machine01 8 • machine21 19 • machine32 23 • machine33 47
date325 item488 40772 0 7,machine04 1 • machine05 2 • machine09 2 • machine10 2
date102 item5416 8493 0 8,machine07 3 • machine14 5
date041 item654 14416 0 67,machine01 3 • machine04 1 • machine08 8 • machine09 4 • machine10 9 • machine14 8 • machine15 12 • machine21 1 • machine28 5 • machine31 13 • machine34 3
date220 item552 29252 0 12,machine21 3 • machine28 4 • machine30 5
date084 item6470 179208 0 108,machine05 64 • machine20 19 • machine32 25
date163 item5592 26335 0 72,machine04 8 • machine06 4 • machine08 1 • machine10 7 • machine14 8 • machine21 5 • machine22 5 • machine23 9 • machine28 9 • machine29 5 • machine32 5 • machine33 8
date172 item2911 106952 0 101,machine06 54 • machine16 13 • machine17 11 • machine19 23
date243 item1627 8065 1 4,machine08 4
date184 item6492 179208 0 44,machine03 11 • machine16 19 • machine32 14
date365 item5464 12881 0 4,machine31 4
date275 item3474 106952 1 78,machine10 29 • machine21 8 • machine23 38 • machine28 2
date060 item6342 6498 0 1,machine14 1
date010 item4127 179208 0 51,machine05 8 • machine20 43
date030 item6383 179208 0 256,machine03 176 • machine16 46 • machine17 33
date210 item2672 81204 0 8,machine21 8
date020 item503 26391 0 70,machine07 5 • machine08 5 • machine14 2 • machine21 2 • machine22 12 • machine28 17 • machine29 18 • machine35 8
date253 item5280 6498 1 2,machine34 2
date241 item5732 103284 0 9,machine01 6 • machine19 3
date203 item4792 105576 1 504,machine01 17 • machine02 63 • machine03 18 • machine05 19 • machine06 11 • machine16 194 • machine17 22 • machine19 18 • machine20 143
date013 item4967 18691 0 5,machine21 3 • machine23 2
date148 item3699 6498 0 3,machine22 3
date306 item2476 179208 0 56,machine32 56
date314 item2941 179208 0 44,machine06 25 • machine16 19
date221 item3190 179208 0 6,machine32 6
date301 item4671 6498 1 3,machine23 1 • machine28 2
date258 item3120 6498 0 12,machine14 6 • machine21 6
date197 item3674 6498 1 1,machine10 1
date199 item4084 32819 0 5,machine08 1 • machine09 1 • machine28 1 • machine35 1
date148 item4047 6498 1 4,machine08 4
date035 item3066 179208 0 21,machine16 21
date275 item5470 179208 0 11,machine21 11
date120 item4626 113012 0 9,machine09 3 • machine10 2 • machine28 4
date148 item1150 8807 0 74,machine08 8 • machine09 2 • machine10 8 • machine14 5 • machine21 11 • machine22 1 • machine23 13 • machine29 15 • machine30 4 • machine35 7
date319 item4344 6498 1 2,machine30 2
date212 item516 11541 0 1,nan
date172 item1944 81204 0 8,machine08 8
date014 item6548 109155 0 183,machine07 28 • machine11 28 • machine24 31 • machine29 33 • machine30 4 • machine31 39 • machine35 19
date303 item5838 77242 0 7,machine05 6 • machine28 1
date351 item3254 77242 0 7,machine21 7
date266 item4993 6498 0 1,machine23 1
date055 item5595 104092 0 21,machine01 3 • machine05 5 • machine17 2 • machine18 4 • machine20 7
date354 item1030 6516 0 20,machine04 2 • machine05 2 • machine08 3 • machine30 8 • machine32 2 • machine33 5
date315 item2827 13583 0 4,machine10 1 • machine21 1 • machine23 1 • machine28 1 • machine29 1
date077 item4744 41048 0 184,machine04 30 • machine07 28 • machine08 25 • machine14 5 • machine20 3 • machine21 15 • machine28 17 • machine30 4 • machine31 1 • machine33 29 • machine35 28
date290 item5017 27256 0 8,machine14 2 • machine21 4 • machine28 2
date066 item5314 104092 0 14,machine06 4 • machine18 1 • machine20 4 • machine32 5
date203 item2221 22142 0 38,machine08 3 • machine09 15 • machine21 6 • machine28 14
date257 item4108 15015 1 6,machine10 3 • machine23 1 • machine28 2 • machine29 1
date118 item2761 6498 0 1,machine10 1
date085 item1944 81204 1 16,machine08 16
date324 item1510 106952 0 56,machine04 11 • machine05 12 • machine23 1 • machine28 33
date351 item6383 179208 0 128,machine03 50 • machine16 56 • machine17 23
date334 item3709 6498 0 1,machine21 1
date071 item4893 13140 0 2,machine09 2
date258 item5973 179208 0 150,machine17 150
date077 item416 80627 1 9,machine08 2 • machine09 1 • machine14 1 • machine21 1 • machine23 1 • machine28 3
date328 item424 6332 0 10,machine08 3 • machine09 3 • machine14 3
date229 item5053 81204 0 34,machine32 9 • machine33 25
date184 item2790 179208 0 10,machine05 10
date216 item4775 179208 0 48,machine06 30 • machine19 18
date013 item3170 6498 0 2,machine21 2
date123 item2565 6498 0 1,machine21 1
date057 item5683 179208 0 80,machine04 25 • machine08 5 • machine10 50
date329 item3576 6498 0 2,machine08 2
date246 item5717 179208 0 29,machine32 29
date126 item1366 12881 0 18,machine08 15 • machine23 3
date234 item843 104092 0 123,machine08 52 • machine21 45 • machine30 8 • machine32 16 • machine33 2
date040 item6464 6498 0 8,machine14 5 • machine23 3
date282 item2043 104092 0 33,machine03 10 • machine06 2 • machine16 13 • machine19 1 • machine20 7
date281 item6366 179208 0 11,machine05 2 • machine32 4 • machine33 5
date224 item3984 179208 0 7,machine05 7
date117 item2707 6498 1 1,machine21 1
date241 item3728 6498 0 1,machine34 1
date067 item1700 179208 1 27,machine09 19 • machine33 8
date102 item4030 6498 0 4,machine22 2 • machine30 2
date348 item5241 6498 0 3,machine22 2 • machine23 1
date120 item6268 52115 0 12,machine32 12
date092 item1525 15218 0 27,machine10 2 • machine21 6 • machine23 9 • machine28 10 • machine34 1
date111 item783 12592 1 82,machine01 1 • machine07 5 • machine08 3 • machine09 7 • machine10 3 • machine14 7 • machine21 2 • machine22 12 • machine30 3 • machine31 13 • machine34 14 • machine35 12
date353 item295 179208 0 21,machine32 21
date178 item2384 106952 0 293,machine01 141 • machine06 50 • machine16 18 • machine19 84
date052 item3196 6498 0 1,machine21 1
date203 item3375 179208 0 31,machine05 31
date346 item162 8065 0 8,machine10 8
date172 item1871 179208 1 12,machine05 12
date313 item4676 179208 0 152,machine04 119 • machine05 33
