item_id,machine_id,capacity
item593,machine09,3.89
item2172,machine10,6.5
item1301,machine08,4.62
item2296,machine16,45.0
item6044,machine30,2.12
item4867,machine23,2.15
item4261,machine28,1.5
item4867,machine10,2.36
item4867,machine31,2.0
item6330,machine30,2.27
item4867,machine22,2.67
item6330,machine34,2.25
item4867,machine28,3.39
item2251,machine23,3.0
item4261,machine10,1.5
item4867,machine34,2.83
item6405,machine01,25.38
item6405,machine06,24.28
item3867,machine04,6.0
item6429,machine35,4.3
item6405,machine17,6.25
item4857,machine22,1.5
item3118,machine32,5.09
item3867,machine29,5.28
item3897,machine30,7.75
item6405,machine18,5.0
item4857,machine21,2.6
item3867,machine23,8.17
item6405,machine16,4.0
item6405,machine19,21.26
item6405,machine20,5.11
item6405,machine33,13.96
item6429,machine04,4.33
item6405,machine32,22.44
item2454,machine10,3.83
item3867,machine10,5.45
item6405,machine03,19.0
item4857,machine35,1.69
item3118,machine20,10.0
item3867,machine09,5.58
item3867,machine14,5.5
item6405,machine05,26.28
item4857,machine10,2.0
item6182,machine01,2.0
item6182,machine32,9.09
item6182,machine33,13.77
item3118,machine05,22.0
item3118,machine04,19.0
item3490,machine21,4.67
item3490,machine28,5.95
item6405,machine31,26.58
item5240,machine30,2.7
item3780,machine29,5.0
item4186,machine19,37.5
item3893,machine08,1.67
item3704,machine29,2.53
item6019,machine29,4.0
item3893,machine34,1.79
item3399,machine21,18.17
item2103,machine08,4.56
item3893,machine35,2.0
item782,machine10,2.21
item5050,machine28,1.0
item3106,machine28,3.5
item782,machine31,2.43
item4602,machine23,1.0
item782,machine07,2.46
item782,machine21,2.0
item5741,machine30,7.68
item5741,machine29,4.77
item3106,machine21,1.83
item5050,machine23,1.73
item4602,machine09,2.17
item4602,machine34,1.74
item782,machine28,2.08
item1630,machine09,4.75
item782,machine09,2.75
item4602,machine35,1.71
item1630,machine08,4.67
item4602,machine28,1.33
item782,machine30,1.89
item4602,machine21,2.29
item1744,machine29,12.0
item4602,machine08,2.48
item4602,machine07,3.16
item782,machine35,2.57
item1931,machine23,6.0
item782,machine08,2.34
item782,machine22,2.67
item3858,machine06,89.81
item618,machine10,1.5
item2049,machine21,10.0
item5323,machine04,18.2
item6523,machine07,4.15
item6477,machine31,5.52
item6477,machine23,5.2
item6477,machine34,5.74
item5859,machine23,2.0
item3858,machine01,19.71
item6477,machine04,5.22
item6477,machine26,6.0
item3858,machine03,30.0
item6523,machine22,4.67
item5770,machine21,1.0
item6477,machine21,5.72
item3858,machine19,109.0
item5770,machine04,1.0
item5859,machine21,2.0
item3858,machine17,25.0
item6477,machine28,8.0
item677,machine21,7.5
item566,machine23,8.1
item488,machine10,6.61
item2737,machine21,2.33
item5557,machine21,10.6
item566,machine28,9.0
item566,machine14,5.62
item6285,machine33,35.7
item5536,machine08,3.67
item566,machine09,6.16
item2737,machine32,2.32
item5536,machine23,2.67
item566,machine07,6.52
item1854,machine08,1.92
item566,machine08,5.97
item566,machine04,7.09
item488,machine09,13.32
item2737,machine33,5.0
item566,machine35,5.42
item566,machine20,8.6
item6285,machine01,27.0
item566,machine22,7.0
item6285,machine32,22.8
item4494,machine04,13.25
item2737,machine08,3.64
item6285,machine03,18.42
item488,machine04,6.59
item566,machine21,5.86
item488,machine05,3.17
item5557,machine23,16.03
item3080,machine23,6.5
item3119,machine20,28.0
item1282,machine14,5.55
item5051,machine28,6.83
item1282,machine21,6.37
item1282,machine09,4.59
item1282,machine08,6.61
item1282,machine32,7.41
item3080,machine28,6.5
item1282,machine33,6.54
item1692,machine29,2.0
item3119,machine32,20.0
item3080,machine21,5.97
item3080,machine09,8.78
item1282,machine01,8.0
item1282,machine05,7.0
item3080,machine14,6.23
item3080,machine08,5.95
item4487,machine22,3.3
item4487,machine07,1.42
item6567,machine10,8.36
item4487,machine09,2.57
item6390,machine19,43.6
item2089,machine23,5.11
item2089,machine28,5.67
item5480,machine34,5.0
item4487,machine21,1.33
item6390,machine05,4.32
item6390,machine16,67.33
item4487,machine08,3.22
item6567,machine28,11.17
item6390,machine06,23.59
item6567,machine04,8.17
item6567,machine23,4.12
item4672,machine32,18.41
item6390,machine02,47.4
item4035,machine28,3.56
item4487,machine30,2.49
item4897,machine19,23.47
item6390,machine17,71.79
item6390,machine18,65.0
item6567,machine09,4.32
item6390,machine09,83.0
item6390,machine03,20.46
item6390,machine01,56.05
item201,machine31,10.65
item3924,machine29,7.01
item201,machine04,21.28
item4618,machine10,3.67
item4067,machine30,0.84
item4637,machine23,5.0
item201,machine10,7.5
item201,machine34,10.6
item5355,machine21,6.99
item54,machine29,1.4
item5355,machine33,6.35
item5355,machine09,4.17
item4868,machine04,11.5
item5355,machine08,7.11
item5355,machine32,7.7
item54,machine04,4.91
item197,machine22,1.32
item2060,machine09,5.17
item372,machine10,2.32
item3435,machine02,263.33
item6247,machine28,2.67
item2131,machine06,21.5
item1585,machine33,10.47
item372,machine21,2.44
item1585,machine32,5.94
item372,machine30,2.4
item6247,machine21,1.92
item1585,machine20,11.89
item372,machine08,2.31
item2131,machine19,21.5
item3435,machine01,210.0
item372,machine22,2.34
item4129,machine16,109.29
item2131,machine03,8.0
item6247,machine31,2.82
item372,machine28,2.59
item372,machine14,3.0
item372,machine35,1.92
item6247,machine30,3.5
item372,machine31,2.21
item6247,machine09,2.32
item248,machine11,2.89
item248,machine21,1.67
item248,machine28,0.17
item248,machine30,3.17
item4128,machine30,1.0
item248,machine34,3.23
item248,machine22,1.0
item248,machine31,3.83
item2414,machine08,6.1
item248,machine10,0.17
item248,machine35,2.67
item248,machine23,1.17
item859,machine28,9.6
item859,machine31,9.32
item859,machine08,5.26
item1771,machine23,3.5
item2963,machine04,10.0
item859,machine23,13.35
item859,machine04,10.47
item859,machine30,7.56
item859,machine21,6.4
item859,machine05,7.59
item5977,machine22,6.42
item5977,machine08,1.33
item5977,machine14,6.67
item5977,machine34,6.52
item704,machine08,3.11
item1007,machine18,5.0
item3196,machine21,1.83
item1007,machine01,25.55
item1007,machine20,14.34
item1007,machine16,23.99
item5977,machine04,6.35
item87,machine21,0.67
item1007,machine03,25.0
item1007,machine06,19.11
item5977,machine31,6.63
item1007,machine19,27.14
item5977,machine28,4.67
item1007,machine33,9.42
item5977,machine20,6.5
item1007,machine17,4.5
item1007,machine05,18.73
item5977,machine07,6.45
item1007,machine32,9.26
item1963,machine32,10.63
item5305,machine33,5.06
item5305,machine07,6.0
item5334,machine28,5.87
item4635,machine23,21.5
item5305,machine10,4.0
item20,machine04,17.17
item5305,machine29,5.91
item1963,machine19,15.2
item5305,machine08,4.79
item5334,machine29,4.6
item5305,machine14,5.5
item2900,machine04,11.0
item20,machine23,15.32
item1963,machine03,7.67
item4635,machine08,25.0
item1963,machine01,7.67
item5305,machine32,4.89
item5168,machine28,3.5
item5305,machine21,3.84
item5305,machine09,5.86
item5168,machine29,50.0
item1963,machine06,20.34
item5168,machine30,1.63
item4306,machine05,40.0
item3602,machine10,5.55
item2699,machine01,10.0
item1487,machine30,2.34
item1328,machine20,15.08
item1487,machine29,2.49
item1429,machine23,2.67
item2699,machine04,12.0
item343,machine22,0.8
item1328,machine18,15.0
item2699,machine05,14.5
item2347,machine05,44.0
item2699,machine20,12.0
item1328,machine04,5.0
item4968,machine21,9.95
item4968,machine28,9.97
item4968,machine04,11.18
item4968,machine14,14.33
item6568,machine23,14.5
item4968,machine10,9.43
item4968,machine29,9.89
item2419,machine23,4.0
item4968,machine09,8.83
item1886,machine08,4.0
item6119,machine03,20.0
item1566,machine06,17.56
item1566,machine17,14.0
item6586,machine07,4.0
item1566,machine03,19.64
item4320,machine19,30.58
item6586,machine33,5.45
item6586,machine32,1.27
item6586,machine22,3.77
item6119,machine32,11.76
item1566,machine16,16.63
item4320,machine17,35.0
item4320,machine01,12.52
item6586,machine09,3.35
item6586,machine01,1.5
item2235,machine21,2.0
item6586,machine30,2.43
item6586,machine31,7.71
item6586,machine10,4.4
item6586,machine28,6.17
item1566,machine14,15.0
item4320,machine06,23.95
item6586,machine21,3.27
item6119,machine33,12.17
item1566,machine01,18.5
item6586,machine08,2.79
item4320,machine16,24.0
item1566,machine19,17.38
item4320,machine03,35.0
item6586,machine14,3.44
item4466,machine29,2.55
item4397,machine07,3.0
item732,machine14,5.18
item732,machine23,5.02
item732,machine10,6.5
item4466,machine22,3.44
item5369,machine34,9.45
item4466,machine21,1.83
item732,machine31,7.17
item4397,machine10,3.54
item4466,machine30,4.03
item732,machine09,4.8
item732,machine22,5.36
item732,machine34,4.44
item5369,machine28,8.83
item732,machine28,6.76
item4397,machine20,6.17
item3986,machine20,3.0
item4397,machine28,2.0
item3986,machine05,22.0
item2595,machine06,38.0
item3775,machine05,30.0
item732,machine07,4.82
item462,machine04,14.77
item4466,machine23,4.0
item462,machine28,11.57
item732,machine35,5.35
item4466,machine28,2.0
item4397,machine09,5.6
item732,machine21,5.88
item4397,machine29,2.0
item4466,machine06,2.0
item4466,machine08,4.0
item4397,machine08,3.59
item5369,machine14,7.82
item4397,machine34,4.5
item732,machine30,4.81
item4397,machine21,4.2
item5369,machine31,9.39
item732,machine08,4.81
item5369,machine04,8.33
item3010,machine09,6.58
item1885,machine19,105.0
item1747,machine09,9.0
item5974,machine22,3.18
item5974,machine08,3.07
item3601,machine35,5.33
item1211,machine09,7.35
item1211,machine23,6.7
item5974,machine23,3.0
item5962,machine22,7.0
item3391,machine21,3.0
item5974,machine30,3.0
item1211,machine16,7.82
item5974,machine28,3.83
item4069,machine06,19.17
item5974,machine21,1.0
item4440,machine28,7.0
item4302,machine10,15.67
item2700,machine21,6.06
item2959,machine21,9.62
item580,machine05,12.82
item2700,machine22,6.5
item3091,machine32,24.0
item2959,machine09,30.0
item4302,machine04,8.5
item2959,machine08,3.34
item3091,machine05,23.29
item580,machine16,10.0
item2700,machine08,7.17
item2700,machine09,6.46
item2700,machine10,7.17
item2700,machine28,7.17
item2959,machine33,5.25
item2700,machine14,7.17
item3091,machine20,22.89
item2959,machine14,4.0
item6118,machine03,25.0
item6124,machine08,2.64
item3900,machine22,10.65
item6124,machine26,2.75
item4247,machine04,25.0
item6124,machine23,3.32
item4314,machine23,8.8
item6118,machine17,35.0
item6124,machine21,2.66
item4247,machine28,27.17
item6118,machine05,36.18
item6124,machine10,3.57
item6124,machine22,1.8
item6118,machine01,17.67
item6118,machine19,10.44
item6124,machine28,3.82
item6124,machine09,1.25
item6118,machine06,23.46
item6118,machine20,37.0
item1647,machine19,205.0
item4359,machine09,5.82
item331,machine25,3.0
item4359,machine10,6.02
item717,machine08,0.97
item717,machine09,4.73
item5721,machine32,15.83
item331,machine30,5.67
item4359,machine23,6.49
item331,machine35,1.92
item4359,machine28,5.85
item5721,machine33,8.0
item2761,machine10,2.5
item4359,machine29,7.59
item1892,machine09,8.97
item1892,machine29,6.0
item2337,machine33,6.83
item2337,machine23,5.61
item2337,machine10,14.17
item5712,machine17,19.0
item5712,machine06,57.68
item433,machine04,5.67
item6512,machine04,13.0
item1892,machine08,1.0
item6512,machine14,4.5
item2337,machine28,14.17
item4445,machine09,5.13
item6301,machine21,6.32
item6301,machine08,7.07
item2789,machine32,3.0
item6301,machine05,7.0
item4445,machine10,5.5
item4445,machine21,5.4
item5678,machine10,5.34
item4445,machine32,7.59
item4445,machine08,6.94
item2789,machine05,15.0
item6301,machine34,6.17
item6301,machine35,6.5
item2354,machine32,3.25
item6301,machine14,6.54
item6301,machine32,7.0
item3025,machine20,8.5
item4445,machine33,7.02
item3979,machine29,4.99
item6301,machine09,7.34
item4546,machine23,10.71
item4991,machine09,3.0
item4546,machine10,7.91
item4991,machine23,1.62
item4546,machine04,13.05
item679,machine21,3.0
item4546,machine28,11.78
item4991,machine31,1.67
item679,machine23,4.16
item4546,machine29,21.05
item679,machine10,3.76
item3555,machine23,30.0
item6089,machine21,6.82
item3918,machine21,4.67
item6089,machine29,4.09
item4854,machine09,7.67
item865,machine22,4.0
item6089,machine36,2.33
item4854,machine28,11.56
item6089,machine32,8.17
item4212,machine23,5.34
item4854,machine23,12.14
item6089,machine30,1.27
item3918,machine29,6.28
item4854,machine10,12.6
item4134,machine09,17.0
item2745,machine21,3.83
item1824,machine23,3.25
item2681,machine21,2.3
item2681,machine33,3.94
item4134,machine05,16.9
item4682,machine28,5.17
item4134,machine21,14.0
item270,machine31,2.52
item4134,machine28,17.0
item4682,machine10,1.33
item2681,machine28,3.32
item2681,machine08,3.93
item4134,machine20,14.0
item2681,machine09,4.38
item4134,machine29,24.07
item83,machine31,2.22
item2681,machine23,3.42
item4134,machine30,18.73
item270,machine22,4.0
item2681,machine32,4.16
item2681,machine10,3.57
item2629,machine23,25.0
item1545,machine10,7.58
item990,machine17,27.5
item4508,machine28,1.0
item6384,machine21,5.0
item990,machine19,23.19
item6384,machine22,5.07
item6384,machine14,4.82
item6384,machine08,4.95
item6384,machine30,6.17
item6384,machine07,4.91
item6384,machine34,4.7
item990,machine03,35.83
item4508,machine21,2.59
item990,machine06,22.75
item6384,machine10,4.17
item2629,machine32,25.0
item3622,machine28,1.5
item6384,machine23,4.42
item1545,machine28,4.0
item2629,machine04,25.0
item4508,machine10,2.83
item990,machine16,30.0
item6384,machine09,4.2
item6384,machine04,6.17
item3389,machine10,1.0
item783,machine30,3.14
item783,machine34,3.92
item783,machine10,4.32
item6363,machine31,3.32
item6363,machine30,3.02
item783,machine14,3.78
item5170,machine34,2.07
item6363,machine07,3.11
item783,machine31,4.48
item783,machine07,3.51
item783,machine01,4.52
item783,machine08,3.65
item6363,machine08,3.62
item6363,machine35,2.83
item6363,machine21,3.82
item6363,machine23,3.2
item4420,machine23,6.7
item6363,machine09,3.3
item6363,machine14,3.0
item783,machine22,4.35
item783,machine09,3.22
item6363,machine22,2.32
item6363,machine34,2.67
item783,machine35,3.64
item3750,machine34,1.83
item3521,machine23,11.0
item783,machine21,4.0
item5653,machine05,47.25
item5653,machine19,40.25
item2019,machine32,15.0
item6605,machine14,7.17
item6605,machine21,7.0
item5653,machine01,42.0
item3033,machine28,4.5
item3033,machine10,1.17
item5653,machine06,41.56
item1542,machine01,21.0
item5653,machine20,44.66
item3635,machine23,4.33
item6266,machine20,8.92
item981,machine19,11.28
item1108,machine05,18.0
item2028,machine23,13.83
item981,machine01,2.0
item981,machine06,11.43
item6266,machine34,9.03
item981,machine16,11.59
item2028,machine29,6.17
item1108,machine20,21.0
item6266,machine04,6.0
item6266,machine14,7.4
item6266,machine28,8.17
item1108,machine01,24.0
item6266,machine16,8.0
item6266,machine31,9.59
item6266,machine23,8.32
item1108,machine18,25.0
item1108,machine06,25.0
item6266,machine07,8.67
item981,machine08,14.0
item4159,machine33,14.42
item981,machine17,19.6
item4159,machine05,15.0
item981,machine03,12.71
item1108,machine32,20.25
item6266,machine10,8.08
item1108,machine16,26.0
item981,machine07,16.0
item981,machine20,3.0
item6266,machine21,7.9
item4617,machine21,14.0
item3738,machine10,4.41
item316,machine15,2.0
item316,machine22,2.25
item4617,machine28,14.88
item705,machine29,4.08
item6516,machine21,5.8
item316,machine34,1.75
item4617,machine14,9.42
item705,machine08,4.93
item316,machine31,2.33
item4617,machine04,16.67
item316,machine24,2.0
item705,machine10,4.33
item4617,machine10,13.89
item705,machine23,6.89
item705,machine21,6.5
item6516,machine30,0.83
item705,machine09,2.75
item4467,machine22,2.38
item651,machine23,8.54
item2828,machine06,92.74
item6447,machine07,11.25
item2828,machine17,90.26
item6447,machine23,12.17
item6447,machine33,13.1
item651,machine28,5.95
item2828,machine16,80.3
item2995,machine23,8.92
item2828,machine19,91.91
item6447,machine05,12.42
item4100,machine29,5.0
item3994,machine29,28.32
item6370,machine33,5.67
item6370,machine20,27.57
item3907,machine20,15.0
item6370,machine06,10.5
item1523,machine33,10.79
item6370,machine05,16.38
item6370,machine19,20.0
item6370,machine18,14.0
item6559,machine03,3.0
item1523,machine32,10.8
item6559,machine06,1.0
item6370,machine32,18.76
item4100,machine28,12.67
item6559,machine35,1.9
item4100,machine10,8.83
item6370,machine17,25.0
item3907,machine28,14.42
item2390,machine28,22.82
item572,machine04,3.27
item572,machine22,3.29
item6490,machine23,3.65
item572,machine09,3.17
item6490,machine21,4.0
item572,machine21,3.45
item572,machine32,3.69
item4662,machine10,1.17
item4202,machine21,3.67
item6490,machine08,3.92
item6490,machine34,4.5
item572,machine08,3.11
item572,machine33,3.98
item1766,machine23,1.92
item4202,machine01,5.0
item757,machine09,4.44
item572,machine30,3.97
item6490,machine22,3.88
item4202,machine30,4.0
item2390,machine23,50.0
item6490,machine35,3.27
item4202,machine28,3.5
item4202,machine22,3.82
item572,machine34,3.07
item572,machine35,4.58
item2390,machine10,18.55
item572,machine23,4.19
item1749,machine09,9.83
item4564,machine22,2.67
item178,machine09,3.47
item178,machine34,4.42
item4564,machine28,2.73
item4564,machine23,2.0
item4564,machine10,2.4
item1749,machine23,10.0
item6289,machine29,5.87
item2718,machine14,11.32
item4026,machine08,3.31
item6289,machine32,7.98
item5357,machine28,6.0
item6289,machine33,5.78
item6289,machine01,2.0
item6289,machine17,2.0
item2718,machine09,12.79
item4026,machine09,3.33
item6289,machine03,3.0
item6289,machine09,3.0
item4026,machine30,2.72
item2648,machine10,10.28
item6289,machine06,10.0
item6289,machine20,13.0
item6289,machine05,6.75
item1378,machine21,8.33
item4026,machine21,2.8
item5357,machine34,4.48
item4026,machine28,2.16
item669,machine06,6.26
item669,machine17,13.0
item6209,machine05,59.16
item313,machine35,2.0
item6316,machine04,12.45
item6209,machine19,27.54
item6209,machine20,8.75
item153,machine28,2.17
item6316,machine10,46.65
item153,machine01,8.0
item153,machine14,2.75
item6316,machine28,21.8
item669,machine16,4.42
item313,machine22,1.82
item669,machine32,4.69
item153,machine09,8.11
item153,machine04,8.0
item669,machine33,9.76
item313,machine34,1.8
item6209,machine16,27.5
item6316,machine05,14.67
item669,machine19,6.16
item669,machine01,7.25
item6209,machine06,35.95
item153,machine08,5.17
item6209,machine32,8.92
item6209,machine01,33.3
item153,machine25,1.47
item313,machine24,2.5
item153,machine29,8.47
item313,machine07,2.0
item669,machine03,6.22
item153,machine15,2.5
item6209,machine03,52.0
item3631,machine22,2.22
item3354,machine21,2.5
item6495,machine28,10.0
item4321,machine19,31.92
item1453,machine28,5.67
item4321,machine06,36.79
item6495,machine35,5.87
item1453,machine33,6.12
item2520,machine28,40.0
item1453,machine09,6.82
item4321,machine16,57.0
item1453,machine35,6.32
item6495,machine08,6.59
item6495,machine07,7.65
item4321,machine03,33.5
item5591,machine30,1.86
item2520,machine09,50.0
item6495,machine05,6.0
item6495,machine04,7.61
item4321,machine01,9.67
item6495,machine21,9.26
item6495,machine32,5.75
item1453,machine14,5.38
item1448,machine29,4.5
item1453,machine10,5.67
item6495,machine09,12.0
item845,machine16,3.67
item845,machine23,21.17
item845,machine10,20.0
item845,machine08,35.0
item1433,machine01,32.5
item1401,machine21,2.17
item845,machine09,3.75
item1433,machine16,33.27
item845,machine14,3.07
item1401,machine22,2.1
item845,machine21,5.84
item4177,machine02,103.33
item1433,machine18,33.5
item4713,machine06,72.94
item6066,machine28,0.2
item1433,machine05,35.34
item1433,machine06,31.0
item1433,machine20,33.63
item1433,machine19,34.14
item2286,machine21,8.5
item1433,machine03,35.6
item1401,machine08,2.0
item4713,machine19,69.63
item1401,machine09,2.0
item6066,machine33,0.43
item857,machine08,2.98
item857,machine22,2.73
item857,machine33,4.25
item6122,machine28,2.11
item6122,machine29,3.03
item857,machine30,1.83
item6562,machine04,8.0
item6122,machine21,3.0
item121,machine28,2.76
item857,machine28,7.75
item121,machine08,3.56
item2387,machine21,1.67
item857,machine32,3.57
item6122,machine08,2.35
item6122,machine23,5.42
item857,machine09,2.86
item2387,machine23,2.0
item6589,machine21,1.0
item857,machine23,4.37
item857,machine21,3.2
item121,machine09,1.13
item4036,machine10,1.09
item3910,machine05,7.67
item5005,machine30,1.37
item1400,machine24,1.58
item2736,machine09,3.0
item6145,machine09,19.0
item4290,machine04,6.5
item1400,machine10,5.31
item4290,machine30,4.13
item3910,machine08,7.31
item3910,machine14,7.17
item3910,machine04,8.0
item6145,machine28,11.26
item6145,machine08,5.0
item2736,machine30,2.67
item2736,machine08,2.79
item3910,machine28,8.5
item3910,machine22,7.55
item5263,machine28,5.33
item1233,machine28,2.92
item1233,machine09,2.66
item2170,machine06,26.0
item1233,machine33,2.83
item5203,machine10,8.39
item5203,machine05,12.5
item2170,machine16,26.0
item2170,machine19,26.0
item5203,machine28,5.21
item5203,machine23,5.23
item5805,machine14,5.12
item3675,machine23,7.73
item1233,machine29,3.11
item1233,machine22,3.72
item1233,machine23,3.67
item1233,machine30,4.28
item5805,machine23,3.8
item5805,machine21,5.23
item2170,machine17,20.0
item1233,machine08,2.7
item5805,machine08,4.06
item1233,machine21,2.74
item5805,machine09,4.35
item5203,machine09,6.7
item5203,machine04,4.0
item5805,machine10,4.5
item6258,machine04,7.0
item6409,machine05,33.66
item5242,machine32,3.5
item909,machine20,24.25
item6409,machine19,30.88
item3261,machine04,6.0
item5242,machine09,4.67
item6258,machine35,7.2
item6409,machine01,30.0
item6258,machine23,6.65
item3261,machine08,5.92
item909,machine01,22.0
item6409,machine20,33.56
item6409,machine06,35.99
item3261,machine21,1.67
item6409,machine32,33.12
item1492,machine09,9.83
item5021,machine32,16.48
item5021,machine06,18.67
item3108,machine10,8.67
item2254,machine06,62.5
item5434,machine10,4.97
item4613,machine19,38.69
item3108,machine04,7.0
item4613,machine06,40.97
item1492,machine23,4.0
item4613,machine16,44.57
item1492,machine08,3.5
item1492,machine30,5.28
item1492,machine29,4.39
item5021,machine16,20.4
item5021,machine17,18.0
item1092,machine21,3.1
item4626,machine28,9.0
item1070,machine10,2.59
item4801,machine28,3.82
item1070,machine09,1.94
item1070,machine28,2.67
item4801,machine31,3.67
item1252,machine01,6.0
item1070,machine08,2.29
item4626,machine10,6.57
item1070,machine21,2.5
item1092,machine22,1.5
item1252,machine09,8.44
item1252,machine08,8.67
item2346,machine21,2.0
item1070,machine29,3.32
item1070,machine30,1.65
item1070,machine23,2.41
item1252,machine35,7.93
item4626,machine09,13.17
item1252,machine34,7.67
item1252,machine07,7.0
item1092,machine08,3.5
item1308,machine22,3.25
item1350,machine17,39.33
item5988,machine28,10.53
item5988,machine10,11.56
item5988,machine23,9.88
item5988,machine08,11.67
item5988,machine04,11.17
item1308,machine29,4.62
item5988,machine21,14.42
item4059,machine31,3.39
item5583,machine21,0.82
item4449,machine23,7.87
item4809,machine03,39.2
item4809,machine17,5.0
item702,machine01,3.0
item4809,machine06,4.17
item1940,machine08,5.8
item1482,machine28,1.83
item4152,machine28,13.5
item1482,machine22,5.22
item5009,machine05,14.56
item1482,machine23,3.82
item1482,machine35,2.96
item1482,machine30,3.44
item2136,machine30,2.33
item1482,machine08,1.5
item4152,machine05,10.0
item3600,machine05,90.0
item1625,machine10,1.0
item1482,machine29,1.79
item1482,machine34,3.94
item1482,machine21,3.11
item1482,machine10,2.7
item1482,machine09,2.92
item5009,machine04,15.0
item4152,machine32,13.0
item3398,machine23,26.0
item4379,machine05,16.0
item2122,machine21,1.5
item1796,machine32,10.67
item2577,machine28,4.5
item3398,machine29,4.0
item3398,machine08,5.42
item3398,machine10,4.0
item3398,machine04,4.5
item2620,machine01,30.0
item3398,machine21,3.67
item3398,machine28,4.38
item3398,machine22,4.0
item3398,machine30,4.0
item2550,machine21,1.33
item1395,machine29,7.27
item1395,machine28,2.45
item1395,machine09,6.7
item5949,machine29,7.57
item5156,machine30,3.0
item854,machine09,4.22
item1395,machine14,4.39
item5949,machine28,7.04
item2550,machine23,1.32
item854,machine23,4.67
item5706,machine19,15.63
item5156,machine21,2.84
item854,machine10,4.0
item5706,machine06,17.33
item854,machine08,3.72
item3840,machine08,7.67
item3840,machine14,7.81
item4039,machine30,3.29
item3671,machine08,1.49
item3671,machine14,3.32
item1198,machine23,12.0
item869,machine33,6.32
item3840,machine04,8.0
item3671,machine35,3.17
item3671,machine30,1.17
item3671,machine10,3.75
item4342,machine10,3.16
item4342,machine30,4.75
item929,machine08,4.48
item929,machine09,4.5
item2252,machine23,2.0
item5759,machine03,23.0
item5759,machine01,32.67
item4097,machine20,18.0
item929,machine14,4.17
item5759,machine05,25.0
item4097,machine06,17.0
item4342,machine35,3.3
item99,machine28,3.33
item2839,machine28,8.0
item5759,machine20,27.66
item4097,machine17,27.0
item929,machine23,8.17
item4097,machine01,20.0
item5759,machine19,28.65
item4342,machine08,3.92
item4342,machine09,4.67
item5759,machine06,47.0
item5759,machine16,26.0
item4097,machine16,17.0
item4342,machine21,3.99
item4342,machine22,4.72
item4097,machine05,22.0
item4342,machine31,3.41
item5254,machine21,2.25
item31,machine23,1.83
item3133,machine06,56.0
item31,machine14,1.22
item31,machine21,1.67
item256,machine21,1.29
item31,machine22,1.95
item902,machine21,1.03
item902,machine31,2.71
item2042,machine29,4.82
item2845,machine08,10.75
item2845,machine32,10.32
item2845,machine28,10.33
item935,machine28,6.86
item5643,machine28,7.09
item5417,machine09,5.8
item3760,machine20,12.0
item4034,machine21,2.11
item4034,machine30,0.83
item3760,machine14,11.82
item935,machine09,8.42
item935,machine10,10.13
item5417,machine08,5.8
item3760,machine08,7.08
item5417,machine14,4.93
item2845,machine09,11.75
item5643,machine22,7.42
item4034,machine22,6.33
item4034,machine10,4.33
item682,machine23,1.93
item682,machine35,3.4
item682,machine22,2.77
item4048,machine28,0.75
item2283,machine10,18.33
item682,machine15,2.12
item5288,machine01,10.0
item6507,machine19,190.0
item682,machine29,4.69
item3627,machine22,2.3
item5288,machine06,23.4
item3627,machine05,5.0
item6027,machine04,22.5
item5288,machine19,20.89
item5329,machine04,6.5
item3855,machine20,5.5
item5329,machine09,6.08
item3855,machine31,6.52
item60,machine10,4.44
item5329,machine31,5.37
item3855,machine29,5.57
item3855,machine04,5.88
item5329,machine34,4.67
item692,machine28,6.03
item4473,machine05,38.0
item692,machine09,4.44
item3873,machine10,4.57
item1263,machine22,4.08
item3873,machine29,8.83
item5128,machine23,1.25
item1263,machine10,9.03
item6056,machine06,27.0
item2865,machine21,4.0
item6056,machine03,55.0
item2312,machine10,6.67
item3873,machine28,0.33
item3873,machine08,4.17
item3873,machine23,5.94
item4791,machine09,5.41
item6506,machine16,58.18
item6506,machine03,53.46
item6506,machine19,55.52
item6506,machine02,60.3
item4791,machine28,5.47
item950,machine10,7.0
item6506,machine06,60.61
item950,machine14,5.46
item950,machine09,6.8
item950,machine21,6.89
item4791,machine10,5.74
item950,machine07,6.57
item950,machine08,6.97
item950,machine22,6.32
item6506,machine17,56.89
item950,machine30,8.0
item6506,machine01,66.0
item4791,machine29,7.23
item950,machine34,8.5
item5089,machine35,10.62
item5089,machine04,11.88
item5089,machine21,10.02
item6392,machine23,3.53
item2511,machine08,9.33
item1889,machine33,4.83
item1889,machine23,3.0
item6357,machine34,2.72
item5089,machine28,11.59
item5089,machine08,8.6
item5089,machine20,15.0
item6357,machine21,2.17
item5089,machine05,11.0
item4464,machine32,15.5
item1889,machine08,4.74
item5089,machine14,10.75
item3629,machine23,4.18
item5089,machine07,11.66
item6392,machine08,2.82
item6392,machine09,2.02
item1797,machine32,9.5
item5089,machine10,12.33
item215,machine28,11.13
item215,machine18,5.0
item2279,machine28,4.67
item215,machine31,6.76
item194,machine25,2.0
item215,machine21,7.82
item215,machine34,5.6
item215,machine04,4.97
item1504,machine28,0.86
item4585,machine23,12.03
item2279,machine10,4.67
item4585,machine04,12.67
item194,machine35,1.83
item1504,machine21,2.14
item194,machine22,1.7
item1504,machine23,0.41
item2279,machine04,4.67
item1504,machine22,4.57
item1504,machine08,2.61
item215,machine22,5.07
item2279,machine23,4.67
item2808,machine16,50.0
item1342,machine04,5.72
item5966,machine06,8.33
