sample_id,item_id,time_id,quantity
Sample_1001,item305,date107,22
Sample_1001,item1685,date157,9
Sample_1001,item2142,date189,40
Sample_1001,item1750,date204,12
Sample_1001,item4720,date268,17
Sample_1001,item254,date306,16
Sample_1001,item345,date321,1
Sample_1001,item3494,date345,30
Sample_1002,item4674,date049,1
Sample_1002,item1387,date055,24
Sample_1002,item2562,date087,16
Sample_1002,item1345,date094,1
Sample_1002,item2376,date142,16
Sample_1002,item3625,date202,258
Sample_1002,item3520,date228,3
Sample_1002,item6080,date233,133
Sample_1002,item2052,date295,1
Sample_1002,item4827,date356,28
Sample_1003,item294,date004,11
Sample_1003,item4841,date009,7
Sample_1003,item1263,date024,6
Sample_1003,item3366,date051,10
Sample_1003,item474,date096,2
Sample_1003,item5946,date315,22
Sample_1003,item4699,date326,8
Sample_1003,item6416,date331,5
Sample_1003,item88,date331,1
Sample_1003,item2965,date361,2
Sample_1004,item1064,date057,2
Sample_1004,item6536,date058,2
Sample_1004,item3851,date067,2
Sample_1004,item1089,date084,1
Sample_1004,item3155,date098,10
Sample_1004,item378,date117,10
Sample_1004,item267,date118,42
Sample_1004,item4280,date132,7
Sample_1004,item4350,date152,43
Sample_1004,item998,date188,151
Sample_1005,item2152,date004,16
Sample_1005,item5007,date028,5
Sample_1005,item1298,date081,14
Sample_1005,item5297,date128,6
Sample_1005,item4883,date214,12
Sample_1005,item2576,date232,9
Sample_1005,item1167,date263,48
Sample_1005,item4836,date302,8
Sample_1005,item502,date349,3
Sample_1005,item512,date353,10
Sample_1006,item5326,date001,3
Sample_1006,item1312,date074,54
Sample_1006,item4631,date119,6
Sample_1006,item1099,date131,71
Sample_1006,item4139,date151,58
Sample_1006,item3468,date199,2
Sample_1006,item6017,date224,12
Sample_1006,item5020,date257,70
Sample_1006,item2393,date269,15
Sample_1006,item6558,date290,70
Sample_1007,item251,date025,9
Sample_1007,item234,date047,4
Sample_1007,item5684,date083,80
Sample_1007,item5643,date135,7
Sample_1007,item337,date200,2
Sample_1007,item1282,date205,6
Sample_1007,item1903,date271,36
Sample_1007,item743,date286,4
Sample_1007,item1809,date298,12
Sample_1007,item3877,date336,37
Sample_1008,item6581,date043,9
Sample_1008,item1556,date075,32
Sample_1008,item5105,date092,30
Sample_1008,item4640,date138,1
Sample_1008,item976,date157,9
Sample_1008,item489,date166,134
Sample_1008,item4037,date169,10
Sample_1008,item5538,date286,28
Sample_1008,item6202,date345,1
Sample_1008,item5266,date361,3
Sample_1009,item4660,date041,22
Sample_1009,item4669,date074,5
Sample_1009,item1017,date100,10
Sample_1009,item549,date186,30
Sample_1009,item1956,date250,6
Sample_1009,item2411,date254,30
Sample_1009,item508,date265,1
Sample_1009,item870,date315,2
Sample_1009,item417,date327,4
Sample_1009,item5153,date361,8
Sample_1010,item2464,date002,70
Sample_1010,item1199,date011,10
Sample_1010,item2403,date021,1
Sample_1010,item3217,date025,11
Sample_1010,item3081,date105,6
Sample_1010,item1786,date121,68
Sample_1010,item2219,date134,86
Sample_1010,item58,date279,2
Sample_1010,item1900,date283,30
Sample_1010,item5168,date319,54
Sample_1011,item5184,date002,2
Sample_1011,item3168,date071,37
Sample_1011,item5400,date072,46
Sample_1011,item2517,date118,14
Sample_1011,item4901,date130,76
Sample_1011,item6293,date188,115
Sample_1011,item3167,date191,38
Sample_1011,item2724,date203,1
Sample_1011,item1015,date225,5
Sample_1011,item3130,date310,5
Sample_1012,item3528,date009,1
Sample_1012,item4660,date107,11
Sample_1012,item2593,date151,28
Sample_1012,item5005,date172,2
Sample_1012,item4219,date211,11
Sample_1012,item2453,date270,34
Sample_1012,item5588,date296,44
Sample_1012,item4158,date317,10
Sample_1012,item4085,date342,404
Sample_1012,item5605,date344,3
Sample_1013,item4129,date014,54
Sample_1013,item5676,date022,3
Sample_1013,item3666,date029,2
Sample_1013,item3065,date084,11
Sample_1013,item2824,date106,1
Sample_1013,item4661,date162,2
Sample_1013,item6142,date183,11
Sample_1013,item6614,date306,2
Sample_1013,item656,date309,8
Sample_1013,item4507,date327,1
Sample_1014,item687,date051,40
Sample_1014,item3779,date110,12
Sample_1014,item505,date131,24
Sample_1014,item1659,date141,15
Sample_1014,item2073,date206,18
Sample_1014,item1421,date236,8
Sample_1014,item5689,date256,1
Sample_1014,item2023,date283,16
Sample_1014,item1833,date306,7
Sample_1014,item5013,date328,84
Sample_1015,item6452,date011,221
Sample_1015,item920,date018,50
Sample_1015,item511,date032,7
Sample_1015,item6493,date042,15
Sample_1015,item4850,date070,6
Sample_1015,item1590,date213,2
Sample_1015,item5484,date262,4
Sample_1015,item6169,date349,7
Sample_1015,item6314,date349,11
Sample_1015,item1115,date364,31
Sample_1016,item4966,date064,1
Sample_1016,item6143,date068,1
Sample_1016,item5621,date106,14
Sample_1016,item6219,date114,25
Sample_1016,item6203,date152,4
Sample_1016,item1098,date180,50
Sample_1016,item5162,date191,1
Sample_1016,item2979,date206,1
Sample_1016,item3882,date230,1
Sample_1016,item6532,date293,11
Sample_1017,item2742,date028,17
Sample_1017,item1735,date173,6
Sample_1017,item2005,date183,2
Sample_1017,item1036,date186,14
Sample_1017,item557,date201,22
Sample_1017,item3791,date298,58
Sample_1017,item4522,date300,4
Sample_1017,item65,date309,16
Sample_1017,item2327,date339,1
Sample_1017,item2908,date346,2
Sample_1018,item2559,date006,2
Sample_1018,item3196,date064,1
Sample_1018,item6207,date081,164
Sample_1018,item2983,date128,18
Sample_1018,item3991,date202,25
Sample_1018,item1393,date223,140
Sample_1018,item3516,date229,7
Sample_1018,item2083,date245,16
Sample_1018,item4907,date285,10
Sample_1018,item681,date330,21
Sample_1019,item3798,date039,16
Sample_1019,item185,date054,3
Sample_1019,item1221,date090,21
Sample_1019,item173,date091,12
Sample_1019,item2596,date137,4
Sample_1019,item4011,date202,149
Sample_1019,item4448,date216,3
Sample_1019,item4575,date228,18
Sample_1019,item5310,date259,6
Sample_1019,item4647,date294,44
Sample_1020,item6158,date027,14
Sample_1020,item5031,date044,42
Sample_1020,item5388,date110,137
Sample_1020,item5354,date111,30
Sample_1020,item1463,date133,94
Sample_1020,item4054,date157,17
Sample_1020,item1728,date185,4
Sample_1020,item2222,date238,7
Sample_1020,item3680,date252,16
Sample_1020,item1751,date303,6
Sample_1021,item599,date034,18
Sample_1021,item4684,date038,22
Sample_1021,item3102,date099,112
Sample_1021,item4841,date141,3
Sample_1021,item4211,date188,78
Sample_1021,item1076,date201,14
Sample_1021,item6400,date203,40
Sample_1021,item3993,date307,3
Sample_1021,item741,date335,8
Sample_1021,item3156,date337,5
Sample_1022,item2969,date004,32
Sample_1022,item2753,date013,3
Sample_1022,item5645,date025,6
Sample_1022,item2188,date122,80
Sample_1022,item1185,date129,5
Sample_1022,item2516,date135,29
Sample_1022,item2431,date256,3
Sample_1022,item959,date256,29
Sample_1022,item4567,date266,22
Sample_1022,item2020,date324,1
Sample_1023,item1626,date033,1
Sample_1023,item6115,date034,3
Sample_1023,item1791,date081,6
Sample_1023,item6068,date081,9
Sample_1023,item1870,date132,4
Sample_1023,item6374,date158,12
Sample_1023,item4987,date236,18
Sample_1023,item5907,date239,24
Sample_1023,item2558,date352,1
Sample_1023,item4362,date352,8
Sample_1024,item5714,date014,1
Sample_1024,item4877,date049,1
Sample_1024,item806,date125,3
Sample_1024,item2402,date130,1
Sample_1024,item346,date153,1
Sample_1024,item2509,date182,18
Sample_1024,item802,date222,59
Sample_1024,item4650,date262,27
Sample_1024,item3305,date288,97
Sample_1024,item3884,date308,436
Sample_1025,item6232,date007,81
Sample_1025,item4222,date110,5
Sample_1025,item1330,date130,2
Sample_1025,item6607,date180,188
Sample_1025,item434,date186,30
Sample_1025,item5575,date204,4
Sample_1025,item1134,date223,9
Sample_1025,item6103,date335,3
Sample_1025,item4622,date342,15
Sample_1025,item858,date356,64
Sample_1026,item3559,date036,8
Sample_1026,item815,date039,118
Sample_1026,item6304,date066,8
Sample_1026,item603,date094,10
Sample_1026,item1971,date107,20
Sample_1026,item3358,date121,34
Sample_1026,item4517,date127,2
Sample_1026,item5276,date150,2
Sample_1026,item756,date297,5
Sample_1026,item6081,date353,4
Sample_1027,item4757,date008,108
Sample_1027,item5050,date103,1
Sample_1027,item5658,date123,6
Sample_1027,item3701,date171,1
Sample_1027,item363,date186,2
Sample_1027,item1804,date212,17
Sample_1027,item5256,date231,1
Sample_1027,item3306,date248,16
Sample_1027,item604,date320,20
Sample_1027,item6369,date340,48
Sample_1028,item4735,date162,7
Sample_1028,item1434,date195,5
Sample_1028,item634,date196,6
Sample_1028,item5734,date213,9
Sample_1028,item4146,date234,53
Sample_1028,item2682,date276,3
Sample_1028,item1939,date286,4
Sample_1028,item3443,date289,7
Sample_1028,item4235,date294,6
Sample_1028,item6010,date309,15
Sample_1029,item4915,date081,7
Sample_1029,item6298,date111,2
Sample_1029,item101,date138,1
Sample_1029,item1234,date160,22
Sample_1029,item4074,date189,24
Sample_1029,item3976,date190,3
Sample_1029,item5914,date240,21
Sample_1029,item142,date278,6
Sample_1029,item2337,date339,39
Sample_1029,item596,date363,1
Sample_1030,item2130,date026,12
Sample_1030,item5818,date061,128
Sample_1030,item3126,date091,5
Sample_1030,item4181,date103,32
Sample_1030,item281,date104,11
Sample_1030,item1039,date179,46
Sample_1030,item4200,date179,8
Sample_1030,item5631,date224,18
Sample_1030,item5071,date340,46
Sample_1030,item3668,date362,4
Sample_1031,item5742,date036,2
Sample_1031,item3124,date049,86
Sample_1031,item4788,date057,13
Sample_1031,item1492,date104,5
Sample_1031,item427,date163,72
Sample_1031,item754,date176,12
Sample_1031,item1116,date200,34
Sample_1031,item3398,date208,6
Sample_1031,item3418,date304,1
Sample_1031,item853,date304,168
Sample_1032,item1215,date006,7
Sample_1032,item514,date029,13
Sample_1032,item5568,date055,3
Sample_1032,item3852,date059,2
Sample_1032,item1803,date062,40
Sample_1032,item683,date111,16
Sample_1032,item6592,date141,32
Sample_1032,item91,date248,15
Sample_1032,item5660,date309,260
Sample_1032,item1713,date349,28
Sample_1033,item4968,date017,10
Sample_1033,item1253,date026,190
Sample_1033,item4400,date029,14
Sample_1033,item684,date045,18
Sample_1033,item1958,date068,4
Sample_1033,item61,date123,1
Sample_1033,item273,date167,27
Sample_1033,item3295,date199,15
Sample_1033,item1785,date225,1
Sample_1033,item2485,date303,4
Sample_1034,item1589,date099,6
Sample_1034,item6586,date128,3
Sample_1034,item5014,date133,10
Sample_1034,item1138,date140,2
Sample_1034,item24,date144,4
Sample_1034,item4354,date155,188
Sample_1034,item285,date208,1
Sample_1034,item4895,date212,53
Sample_1034,item4227,date235,2
Sample_1034,item5707,date321,21
Sample_1035,item2904,date002,16
Sample_1035,item5989,date027,16
Sample_1035,item679,date057,10
Sample_1035,item3887,date110,1
Sample_1035,item4693,date143,25
Sample_1035,item5176,date196,4
Sample_1035,item4003,date220,42
Sample_1035,item1274,date272,38
Sample_1035,item5838,date277,13
Sample_1035,item2365,date329,90
Sample_1036,item1232,date003,14
Sample_1036,item2926,date020,2
Sample_1036,item3043,date050,1
Sample_1036,item5698,date085,14
Sample_1036,item130,date101,6
Sample_1036,item2358,date140,7
Sample_1036,item1244,date146,10
Sample_1036,item3408,date163,6
Sample_1036,item2051,date265,29
Sample_1036,item3476,date283,32
Sample_1037,item2595,date057,19
Sample_1037,item3270,date078,10
Sample_1037,item5559,date078,13
Sample_1037,item5796,date099,64
Sample_1037,item3737,date152,6
Sample_1037,item4816,date180,28
Sample_1037,item6186,date187,3
Sample_1037,item2621,date281,90
Sample_1037,item4820,date289,752
Sample_1037,item4001,date316,31
Sample_1038,item4003,date004,10
Sample_1038,item1011,date017,69
Sample_1038,item2078,date055,6
Sample_1038,item5125,date094,4
Sample_1038,item3257,date137,17
Sample_1038,item1337,date152,9
Sample_1038,item5889,date182,10
Sample_1038,item5410,date206,1
Sample_1038,item5845,date276,35
Sample_1038,item6232,date308,41
Sample_1039,item5618,date001,1
Sample_1039,item5542,date008,27
Sample_1039,item2011,date079,2
Sample_1039,item3025,date186,8
Sample_1039,item3311,date197,40
Sample_1039,item969,date248,270
Sample_1039,item6508,date257,410
Sample_1039,item2723,date330,3
Sample_1039,item4444,date335,6
Sample_1039,item893,date360,363
Sample_1040,item2035,date040,4
Sample_1040,item5153,date058,2
Sample_1040,item1757,date113,26
Sample_1040,item1088,date116,1
Sample_1040,item1559,date175,8
Sample_1040,item5669,date212,1
Sample_1040,item701,date285,1
Sample_1040,item4089,date328,66
Sample_1040,item2046,date342,9
Sample_1040,item5796,date359,6
Sample_1041,item3896,date018,6
Sample_1041,item4086,date047,8
Sample_1041,item3310,date109,4
Sample_1041,item443,date151,12
Sample_1041,item5887,date159,1
Sample_1041,item717,date186,2
Sample_1041,item4395,date242,406
Sample_1041,item3349,date243,4
Sample_1041,item5927,date323,4
Sample_1041,item2562,date337,8
Sample_1042,item3017,date021,4
Sample_1042,item4090,date092,2
Sample_1042,item1435,date132,26
Sample_1042,item1741,date138,17
Sample_1042,item4648,date140,86
Sample_1042,item5268,date180,2
Sample_1042,item66,date275,4
Sample_1042,item3099,date284,18
Sample_1042,item4517,date334,11
Sample_1042,item111,date360,69
Sample_1043,item2151,date037,4
Sample_1043,item5843,date054,1
Sample_1043,item2995,date085,4
Sample_1043,item579,date114,178
Sample_1043,item2450,date241,22
Sample_1043,item4851,date245,2
Sample_1043,item461,date251,1
Sample_1043,item5204,date269,37
Sample_1043,item4369,date295,49
Sample_1043,item5787,date316,10
Sample_1044,item4873,date021,60
Sample_1044,item4080,date051,9
Sample_1044,item4317,date175,48
Sample_1044,item3361,date217,4
Sample_1044,item3594,date236,5
Sample_1044,item3237,date273,3
Sample_1044,item5527,date275,6
Sample_1044,item2856,date329,7
Sample_1044,item4860,date340,3
Sample_1044,item5654,date354,3
Sample_1045,item5502,date039,1006
Sample_1045,item6355,date091,72
Sample_1045,item671,date166,110
Sample_1045,item2406,date167,11
Sample_1045,item1967,date203,50
Sample_1045,item57,date207,36
Sample_1045,item2371,date264,2
Sample_1045,item2724,date271,5
Sample_1045,item2958,date277,1
Sample_1045,item781,date350,62
Sample_1046,item3293,date017,1
Sample_1046,item5492,date037,16
Sample_1046,item2769,date117,53
Sample_1046,item4608,date123,7
Sample_1046,item2344,date137,30
Sample_1046,item4552,date148,89
Sample_1046,item674,date164,1
Sample_1046,item4053,date206,136
Sample_1046,item1430,date270,5
Sample_1046,item6423,date355,39
Sample_1047,item3560,date021,22
Sample_1047,item5501,date024,3
Sample_1047,item3949,date029,5
Sample_1047,item1462,date039,17
Sample_1047,item6501,date053,45
Sample_1047,item2183,date158,134
Sample_1047,item16,date162,6
Sample_1047,item5440,date181,2
Sample_1047,item261,date233,26
Sample_1047,item6350,date234,2
Sample_1048,item2987,date003,11
Sample_1048,item4048,date054,1
Sample_1048,item5587,date151,4
Sample_1048,item2316,date188,25
Sample_1048,item639,date189,18
Sample_1048,item4893,date233,5
Sample_1048,item2266,date284,40
Sample_1048,item3080,date295,72
Sample_1048,item2261,date343,6
Sample_1048,item2019,date363,30
Sample_1049,item639,date068,292
Sample_1049,item6079,date081,168
Sample_1049,item4333,date152,121
Sample_1049,item4465,date170,278
Sample_1049,item5699,date236,8
Sample_1049,item4303,date296,14
Sample_1049,item1137,date325,18
Sample_1049,item2692,date328,3
Sample_1049,item1890,date346,14
Sample_1049,item570,date349,3
Sample_1050,item1620,date073,148
Sample_1050,item3457,date080,23
Sample_1050,item3925,date102,127
Sample_1050,item3276,date123,30
Sample_1050,item1835,date141,10
Sample_1050,item193,date175,3
Sample_1050,item1164,date285,3
Sample_1050,item3626,date293,35
Sample_1050,item4922,date295,2
Sample_1050,item3262,date341,6
Sample_1051,item3705,date024,2
Sample_1051,item1851,date082,26
Sample_1051,item5817,date094,2
Sample_1051,item203,date125,62
Sample_1051,item4207,date167,126
Sample_1051,item3285,date223,4
Sample_1051,item5325,date237,60
Sample_1051,item616,date250,12
Sample_1051,item1649,date309,5
Sample_1051,item147,date312,20
Sample_1052,item5437,date004,79
Sample_1052,item2571,date076,1
Sample_1052,item6050,date156,8
Sample_1052,item1170,date183,151
Sample_1052,item6243,date221,222
Sample_1052,item4313,date248,1
Sample_1052,item5110,date269,17
Sample_1052,item1970,date280,2
Sample_1052,item4737,date300,6
Sample_1052,item1575,date319,9
Sample_1053,item2181,date006,5
Sample_1053,item78,date065,2
Sample_1053,item1072,date132,5
Sample_1053,item5880,date145,7
Sample_1053,item1332,date149,18
Sample_1053,item2700,date162,6
Sample_1053,item1156,date256,22
Sample_1053,item1158,date274,116
Sample_1053,item2754,date337,11
Sample_1053,item4029,date345,1
Sample_1054,item3273,date008,3
Sample_1054,item09,date193,110
Sample_1054,item5915,date231,4
Sample_1054,item1977,date239,3
Sample_1054,item5177,date246,37
Sample_1054,item2686,date250,24
Sample_1054,item5573,date296,18
Sample_1054,item1859,date298,13
Sample_1054,item1375,date308,4
Sample_1054,item4638,date347,66
Sample_1055,item1159,date027,92
Sample_1055,item3492,date042,44
Sample_1055,item2246,date081,16
Sample_1055,item5063,date109,25
Sample_1055,item1054,date127,7
Sample_1055,item2890,date221,6
Sample_1055,item5828,date248,3
Sample_1055,item432,date256,16
Sample_1055,item4263,date322,4
Sample_1055,item5606,date337,13
Sample_1056,item6471,date024,4
Sample_1056,item666,date051,2
Sample_1056,item1730,date079,4
Sample_1056,item6340,date080,6
Sample_1056,item4046,date128,8
Sample_1056,item525,date187,66
Sample_1056,item332,date196,5
Sample_1056,item3377,date213,22
Sample_1056,item2604,date224,42
Sample_1056,item5596,date342,2
Sample_1057,item3943,date012,5
Sample_1057,item6209,date016,31
Sample_1057,item2024,date031,1
Sample_1057,item4334,date032,28
Sample_1057,item1320,date033,14
Sample_1057,item5753,date077,2
Sample_1057,item742,date104,180
Sample_1057,item2243,date192,40
Sample_1057,item5535,date279,4
Sample_1057,item2454,date331,3
Sample_1058,item1045,date011,100
Sample_1058,item1298,date113,140
Sample_1058,item5720,date220,11
Sample_1058,item2818,date230,5
Sample_1058,item1196,date239,11
Sample_1058,item2610,date274,8
Sample_1058,item2847,date292,4
Sample_1058,item719,date303,5
Sample_1058,item3568,date306,2
Sample_1058,item3137,date333,3
Sample_1059,item1267,date006,10
Sample_1059,item1564,date010,40
Sample_1059,item1912,date012,8
Sample_1059,item3433,date039,1
Sample_1059,item6356,date047,2
Sample_1059,item2445,date079,7
Sample_1059,item6455,date142,19
Sample_1059,item2410,date174,3
Sample_1059,item1538,date176,4
Sample_1059,item5552,date332,4
Sample_1060,item1175,date074,43
Sample_1060,item4419,date134,86
Sample_1060,item6326,date141,2
Sample_1060,item2113,date169,26
Sample_1060,item6583,date178,25
Sample_1060,item2904,date196,8
Sample_1060,item5935,date225,22
Sample_1060,item1796,date299,21
Sample_1060,item2219,date322,43
Sample_1060,item5538,date330,14
Sample_1061,item4375,date045,450
Sample_1061,item5979,date049,2
Sample_1061,item2380,date157,14
Sample_1061,item4723,date158,120
Sample_1061,item1492,date218,25
Sample_1061,item5407,date224,54
Sample_1061,item6581,date263,19
Sample_1061,item2199,date289,2
Sample_1061,item5905,date334,40
Sample_1061,item4451,date338,28
Sample_1062,item6394,date042,31
Sample_1062,item241,date056,106
Sample_1062,item2698,date120,31
Sample_1062,item5509,date161,9
Sample_1062,item2815,date201,20
Sample_1062,item2951,date208,2
Sample_1062,item486,date260,6
Sample_1062,item1575,date330,104
Sample_1062,item5124,date348,16
Sample_1062,item3639,date365,3
Sample_1063,item2858,date018,17
Sample_1063,item2554,date063,38
Sample_1063,item6138,date109,25
Sample_1063,item2583,date128,24
Sample_1063,item3500,date214,9
Sample_1063,item5014,date247,20
Sample_1063,item4426,date273,4
Sample_1063,item2530,date284,48
Sample_1063,item2532,date299,1
Sample_1063,item4574,date347,7
Sample_1064,item2580,date105,36
Sample_1064,item4173,date137,1
Sample_1064,item1096,date174,58
Sample_1064,item332,date200,1
Sample_1064,item2623,date214,38
Sample_1064,item1829,date217,50
Sample_1064,item6006,date233,1
Sample_1064,item3491,date251,1
Sample_1064,item2443,date285,5
Sample_1064,item2063,date363,2
Sample_1065,item3003,date041,16
Sample_1065,item1873,date057,16
Sample_1065,item5616,date061,29
Sample_1065,item942,date079,76
Sample_1065,item403,date108,332
Sample_1065,item2163,date112,4
Sample_1065,item1739,date136,1
Sample_1065,item350,date173,1
Sample_1065,item3879,date250,17
Sample_1065,item2529,date295,18
Sample_1066,item1985,date002,22
Sample_1066,item6354,date006,3
Sample_1066,item6181,date036,47
Sample_1066,item4037,date061,5
Sample_1066,item4821,date122,87
Sample_1066,item1763,date135,6
Sample_1066,item2533,date212,8
Sample_1066,item696,date276,8
Sample_1066,item5523,date300,50
Sample_1066,item5459,date301,4
Sample_1067,item1248,date022,4
Sample_1067,item1922,date099,3
Sample_1067,item2795,date120,8
Sample_1067,item1225,date152,78
Sample_1067,item1810,date169,17
Sample_1067,item758,date177,28
Sample_1067,item4542,date240,200
Sample_1067,item5779,date283,2
Sample_1067,item598,date293,10
Sample_1067,item3531,date347,3
Sample_1068,item4546,date034,62
Sample_1068,item799,date098,1
Sample_1068,item4949,date105,18
Sample_1068,item3687,date149,10
Sample_1068,item4865,date159,9
Sample_1068,item774,date216,20
Sample_1068,item2958,date292,4
Sample_1068,item1575,date318,52
Sample_1068,item3358,date337,5
Sample_1068,item2021,date353,12
Sample_1069,item2924,date070,96
Sample_1069,item4336,date116,1
Sample_1069,item2912,date121,95
Sample_1069,item482,date127,8
Sample_1069,item2540,date213,2
Sample_1069,item3021,date235,6
Sample_1069,item5517,date245,19
Sample_1069,item1513,date271,60
Sample_1069,item3289,date297,62
Sample_1069,item3954,date341,11
Sample_1070,item6380,date044,14
Sample_1070,item1554,date128,3
Sample_1070,item5148,date133,10
Sample_1070,item1071,date160,38
Sample_1070,item4864,date188,7
Sample_1070,item4644,date226,6
Sample_1070,item1056,date268,31
Sample_1070,item1187,date309,4
Sample_1070,item4814,date325,260
Sample_1070,item4815,date341,3
Sample_1071,item1691,date038,48
Sample_1071,item984,date100,3
Sample_1071,item2036,date122,21
Sample_1071,item2389,date138,5
Sample_1071,item1224,date145,138
Sample_1071,item6434,date189,24
Sample_1071,item5537,date273,2
Sample_1071,item3786,date277,5
Sample_1071,item633,date326,2
Sample_1071,item1502,date356,28
Sample_1072,item3510,date023,2
Sample_1072,item3803,date079,4
Sample_1072,item4284,date080,30
Sample_1072,item5529,date108,58
Sample_1072,item5394,date122,9
Sample_1072,item4187,date167,1
Sample_1072,item2877,date221,9
Sample_1072,item4961,date266,3
Sample_1072,item5918,date317,10
Sample_1072,item4930,date353,1
Sample_1073,item466,date043,2
Sample_1073,item3637,date058,4
Sample_1073,item3074,date164,8
Sample_1073,item2591,date168,24
Sample_1073,item6610,date203,18
Sample_1073,item2563,date218,662
Sample_1073,item5145,date245,5
Sample_1073,item237,date269,31
Sample_1073,item636,date296,2
Sample_1073,item2296,date355,45
Sample_1074,item5639,date035,7
Sample_1074,item5006,date037,2
Sample_1074,item1973,date078,4
Sample_1074,item766,date182,1
Sample_1074,item596,date278,1
Sample_1074,item1538,date284,26
Sample_1074,item2579,date297,44
Sample_1074,item1726,date309,14
Sample_1074,item4418,date348,6
Sample_1074,item1684,date354,6
Sample_1075,item6484,date003,6
Sample_1075,item2516,date027,7
Sample_1075,item6599,date096,15
Sample_1075,item5622,date119,26
Sample_1075,item3200,date125,6
Sample_1075,item449,date164,8
Sample_1075,item5666,date211,12
Sample_1075,item3145,date246,2
Sample_1075,item5480,date344,5
Sample_1075,item1899,date358,5
Sample_1076,item667,date054,59
Sample_1076,item122,date060,2
Sample_1076,item2782,date062,16
Sample_1076,item856,date078,24
Sample_1076,item1510,date080,14
Sample_1076,item2123,date110,41
Sample_1076,item3691,date187,56
Sample_1076,item4416,date233,66
Sample_1076,item4433,date236,414
Sample_1076,item974,date304,42
Sample_1077,item1005,date008,8
Sample_1077,item3016,date041,5
Sample_1077,item6444,date088,9
Sample_1077,item4198,date090,161
Sample_1077,item4206,date111,12
Sample_1077,item2840,date126,1
Sample_1077,item4690,date141,33
Sample_1077,item197,date215,1
Sample_1077,item2297,date271,3
Sample_1077,item2107,date353,12
Sample_1078,item5115,date076,6
Sample_1078,item548,date101,192
Sample_1078,item6261,date128,14
Sample_1078,item2100,date181,5
Sample_1078,item4863,date181,27
Sample_1078,item271,date184,16
Sample_1078,item6032,date253,4
Sample_1078,item3837,date320,13
Sample_1078,item1916,date350,3
Sample_1078,item3811,date350,29
Sample_1079,item5992,date002,1
Sample_1079,item739,date061,36
Sample_1079,item1618,date064,142
Sample_1079,item513,date118,12
Sample_1079,item2016,date137,20
Sample_1079,item4414,date180,32
Sample_1079,item6051,date192,6
Sample_1079,item986,date193,158
Sample_1079,item6379,date303,4
Sample_1079,item6396,date309,120
Sample_1080,item4237,date138,7
Sample_1080,item3376,date141,17
Sample_1080,item492,date196,6
Sample_1080,item764,date233,28
Sample_1080,item4177,date236,51
Sample_1080,item2570,date240,1
Sample_1080,item4262,date254,2
Sample_1080,item4979,date255,20
Sample_1080,item354,date311,10
Sample_1080,item4351,date352,46
Sample_1081,item4420,date038,6
Sample_1081,item3621,date076,102
Sample_1081,item2913,date093,52
Sample_1081,item6587,date107,42
Sample_1081,item4330,date110,1
Sample_1081,item3727,date187,70
Sample_1081,item2852,date204,18
Sample_1081,item1219,date220,62
Sample_1081,item3908,date313,5
Sample_1081,item3895,date364,34
Sample_1082,item220,date007,6
Sample_1082,item5197,date084,1
Sample_1082,item2884,date137,204
Sample_1082,item872,date159,84
Sample_1082,item1470,date194,66
Sample_1082,item3344,date203,1
Sample_1082,item5758,date203,2
Sample_1082,item3823,date243,20
Sample_1082,item1696,date262,200
Sample_1082,item1313,date299,8
Sample_1083,item1043,date047,18
Sample_1083,item6168,date052,40
Sample_1083,item5371,date116,130
Sample_1083,item815,date178,59
Sample_1083,item2098,date209,60
Sample_1083,item5358,date220,9
Sample_1083,item2902,date262,6
Sample_1083,item1768,date326,2
Sample_1083,item1514,date348,314
Sample_1083,item5319,date365,346
Sample_1084,item1981,date004,77
Sample_1084,item2944,date042,70
Sample_1084,item4249,date055,9
Sample_1084,item4493,date092,1
Sample_1084,item5267,date112,2
Sample_1084,item5424,date146,82
Sample_1084,item4049,date158,55
Sample_1084,item5697,date197,18
Sample_1084,item397,date250,14
Sample_1084,item1796,date310,10
Sample_1085,item2722,date029,6
Sample_1085,item4032,date044,78
Sample_1085,item3405,date060,4
Sample_1085,item2383,date094,180
Sample_1085,item4301,date145,4
Sample_1085,item4930,date147,2
Sample_1085,item5417,date199,28
Sample_1085,item3652,date200,13
Sample_1085,item2788,date239,1
Sample_1085,item3547,date274,28
Sample_1086,item3364,date060,11
Sample_1086,item4612,date093,23
Sample_1086,item744,date100,88
Sample_1086,item1070,date120,15
Sample_1086,item5632,date140,53
Sample_1086,item3426,date170,2
Sample_1086,item875,date204,20
Sample_1086,item3139,date226,4
Sample_1086,item185,date339,1
Sample_1086,item3029,date345,60
Sample_1087,item3394,date013,5
Sample_1087,item3414,date045,3
Sample_1087,item2784,date060,1
Sample_1087,item2299,date087,34
Sample_1087,item4814,date096,26
Sample_1087,item4111,date100,216
Sample_1087,item6250,date111,160
Sample_1087,item1435,date205,262
Sample_1087,item5054,date249,5
Sample_1087,item690,date318,5
Sample_1088,item560,date007,5
Sample_1088,item5103,date061,7
Sample_1088,item1892,date094,15
Sample_1088,item2330,date151,45
Sample_1088,item102,date214,30
Sample_1088,item5788,date267,19
Sample_1088,item5484,date289,27
Sample_1088,item480,date304,1
Sample_1088,item6098,date310,20
Sample_1088,item5443,date318,30
Sample_1089,item5860,date007,15
Sample_1089,item2967,date160,23
Sample_1089,item3336,date184,1
Sample_1089,item6520,date188,15
