order,gt
"• date080 item612 13140 0 5
• date080 item612 13140 0 5","• item612 machine09 date080 2
• item612 machine23 date080 3"
"• date212 item4905 18212 0 46
• date212 item4905 18212 0 46
• date212 item4905 18212 0 46
• date212 item4905 18212 0 46
• date212 item4905 18212 0 46
• date212 item4905 18212 0 46
• date212 item4905 18212 0 46
• date212 item4905 18212 0 46
• date212 item4905 18212 0 46
• date212 item4905 18212 0 46
• date212 item4905 18212 0 46
• date212 item4905 18212 0 46
• date212 item4905 18212 0 46
• date212 item4905 18212 0 46
• date212 item4905 18212 0 46
• date212 item4905 18212 0 46","• item4905 machine04 date212 1
• item4905 machine07 date212 5
• item4905 machine08 date212 2
• item4905 machine09 date212 2
• item4905 machine10 date212 3
• item4905 machine14 date212 1
• item4905 machine21 date212 3
• item4905 machine22 date212 3
• item4905 machine23 date212 4
• item4905 machine28 date212 5
• item4905 machine29 date212 4
• item4905 machine32 date212 4
• item4905 machine33 date212 1
• item4905 machine34 date212 4
• item4905 machine35 date212 4"
• date246 item2063 6498 1 1,• item2063 machine08 date246 1
"• date174 item1136 38087 0 160
• date174 item1136 38087 0 160
• date174 item1136 38087 0 160
• date174 item1136 38087 0 160
• date174 item1136 38087 0 160
• date174 item1136 38087 0 160
• date174 item1136 38087 0 160
• date174 item1136 38087 0 160
• date174 item1136 38087 0 160
• date174 item1136 38087 0 160","• item1136 machine07 date174 26
• item1136 machine08 date174 30
• item1136 machine09 date174 11
• item1136 machine10 date174 31
• item1136 machine14 date174 9
• item1136 machine21 date174 4
• item1136 machine22 date174 6
• item1136 machine23 date174 12
• item1136 machine28 date174 30
• item1136 machine35 date174 1"
"• date131 item1125 53798 0 77
• date131 item1125 53798 0 77
• date131 item1125 53798 0 77
• date131 item1125 53798 0 77
• date131 item1125 53798 0 77
• date131 item1125 53798 0 77
• date131 item1125 53798 0 77
• date131 item1125 53798 0 77","• item1125 machine07 date131 9
• item1125 machine08 date131 13
• item1125 machine09 date131 15
• item1125 machine14 date131 6
• item1125 machine20 date131 2
• item1125 machine21 date131 12
• item1125 machine30 date131 14
• item1125 machine32 date131 6"
"• date345 item657 12240 0 33
• date345 item657 12240 0 33
• date345 item657 12240 0 33
• date345 item657 12240 0 33
• date345 item657 12240 0 33
• date345 item657 12240 0 33
• date345 item657 12240 0 33
• date345 item657 12240 0 33
• date345 item657 12240 0 33","• item657 machine04 date345 3
• item657 machine08 date345 6
• item657 machine09 date345 1
• item657 machine14 date345 6
• item657 machine23 date345 5
• item657 machine29 date345 6
• item657 machine31 date345 2
• item657 machine34 date345 3
• item657 machine35 date345 1"
"• date099 item187 9195 0 21
• date099 item187 9195 0 21
• date099 item187 9195 0 21
• date099 item187 9195 0 21
• date099 item187 9195 0 21","• item187 machine14 date099 10
• item187 machine22 date099 2
• item187 machine31 date099 8
• item187 machine34 date099 1
• item187 machine35 date099 1"
"• date298 item4718 106952 1 24
• date298 item4718 106952 1 24
• date298 item4718 106952 1 24
• date298 item4718 106952 1 24","• item4718 machine01 date298 5
• item4718 machine05 date298 9
• item4718 machine06 date298 9
• item4718 machine33 date298 1"
"• date118 item235 29252 0 12
• date118 item235 29252 0 12
• date118 item235 29252 0 12","• item235 machine30 date118 4
• item235 machine31 date118 4
• item235 machine34 date118 4"
"• date060 item4958 15218 0 64
• date060 item4958 15218 0 64
• date060 item4958 15218 0 64
• date060 item4958 15218 0 64
• date060 item4958 15218 0 64","• item4958 machine08 date060 18
• item4958 machine09 date060 9
• item4958 machine10 date060 6
• item4958 machine14 date060 19
• item4958 machine21 date060 12"
• date315 item4988 77242 1 7,• item4988 machine10 date315 7
"• date014 item1877 7149 1 14
• date014 item1877 7149 1 14","• item1877 machine08 date014 1
• item1877 machine23 date014 13"
"• date293 item54 6498 0 5
• date293 item54 6498 0 5","• item54 machine04 date293 2
• item54 machine29 date293 3"
• date016 item5668 179208 0 6,• item5668 machine28 date016 6
"• date063 item3827 27256 0 3
• date063 item3827 27256 0 3
• date063 item3827 27256 0 3","• item3827 machine08 date063 1
• item3827 machine09 date063 1
• item3827 machine30 date063 1"
• date107 item2147 179208 0 5,• item2147 machine09 date107 5
"• date074 item1584 6516 0 22
• date074 item1584 6516 0 22
• date074 item1584 6516 0 22
• date074 item1584 6516 0 22
• date074 item1584 6516 0 22","• item1584 machine07 date074 1
• item1584 machine22 date074 4
• item1584 machine30 date074 5
• item1584 machine33 date074 4
• item1584 machine34 date074 7"
"• date223 item1449 38087 0 79
• date223 item1449 38087 0 79
• date223 item1449 38087 0 79
• date223 item1449 38087 0 79
• date223 item1449 38087 0 79
• date223 item1449 38087 0 79
• date223 item1449 38087 0 79
• date223 item1449 38087 0 79
• date223 item1449 38087 0 79
• date223 item1449 38087 0 79","• item1449 machine04 date223 3
• item1449 machine07 date223 6
• item1449 machine08 date223 7
• item1449 machine10 date223 11
• item1449 machine21 date223 5
• item1449 machine23 date223 22
• item1449 machine31 date223 9
• item1449 machine33 date223 9
• item1449 machine35 date223 6"
• date075 item707 13140 0 5,• item707 machine23 date075 5
• date239 item5072 6498 0 1,• item5072 machine28 date239 1
"• date072 item5437 179208 0 26
• date072 item5437 179208 0 26
• date072 item5437 179208 0 26","• item5437 machine05 date072 5
• item5437 machine18 date072 19
• item5437 machine20 date072 2"
• date023 item508 6498 0 3,• item508 machine21 date023 3
• date115 item5823 8065 0 3,• item5823 machine29 date115 3
• date107 item277 6498 0 1,• item277 machine31 date107 1
"• date357 item4625 73747 0 16
• date357 item4625 73747 0 16
• date357 item4625 73747 0 16","• item4625 machine09 date357 5
• item4625 machine10 date357 6
• item4625 machine28 date357 5"
"• date030 item6231 40551 1 242
• date030 item6231 40551 1 242
• date030 item6231 40551 1 242
• date030 item6231 40551 1 242
• date030 item6231 40551 1 242
• date030 item6231 40551 1 242
• date030 item6231 40551 1 242
• date030 item6231 40551 1 242
• date030 item6231 40551 1 242
• date030 item6231 40551 1 242
• date030 item6231 40551 1 242
• date030 item6231 40551 1 242
• date030 item6231 40551 1 242
• date030 item6231 40551 1 242
• date030 item6231 40551 1 242","• item6231 machine04 date030 28
• item6231 machine05 date030 27
• item6231 machine07 date030 6
• item6231 machine08 date030 2
• item6231 machine09 date030 22
• item6231 machine10 date030 30
• item6231 machine14 date030 11
• item6231 machine20 date030 3
• item6231 machine21 date030 12
• item6231 machine22 date030 25
• item6231 machine23 date030 2
• item6231 machine28 date030 19
• item6231 machine32 date030 25
• item6231 machine33 date030 8
• item6231 machine35 date030 21"
"• date135 item4632 104092 1 20
• date135 item4632 104092 1 20
• date135 item4632 104092 1 20
• date135 item4632 104092 1 20
• date135 item4632 104092 1 20","• item4632 machine01 date135 2
• item4632 machine05 date135 7
• item4632 machine06 date135 5
• item4632 machine20 date135 5
• item4632 machine32 date135 1"
• date167 item3628 6498 0 1,• item3628 machine22 date167 1
"• date104 item2551 6498 0 8
• date104 item2551 6498 0 8","• item2551 machine14 date104 6
• item2551 machine21 date104 2"
"• date046 item2204 6498 0 8
• date046 item2204 6498 0 8",• item2204 machine28 date046 8
"• date193 item3231 6498 0 2
• date193 item3231 6498 0 2","• item3231 machine08 date193 1
• item3231 machine21 date193 1"
• date058 item5695 6498 1 3,• item5695 machine30 date058 3
• date098 item5739 6498 0 1,• item5739 machine23 date098 1
"• date103 item6093 81204 0 16
• date103 item6093 81204 0 16","• item6093 machine04 date103 7
• item6093 machine32 date103 9"
"• date340 item453 33640 0 13
• date340 item453 33640 0 13
• date340 item453 33640 0 13","• item453 machine14 date340 3
• item453 machine22 date340 5
• item453 machine23 date340 6"
"• date233 item5300 8065 0 4
• date233 item5300 8065 0 4",• item5300 machine07 date233 4
• date145 item104 6498 0 1,• item104 machine09 date145 1
"• date066 item1586 102669 0 24
• date066 item1586 102669 0 24
• date066 item1586 102669 0 24","• item1586 machine21 date066 6
• item1586 machine32 date066 9
• item1586 machine35 date066 10"
• date083 item2405 6498 1 3,• item2405 machine21 date083 3
"• date100 item565 100388 0 116
• date100 item565 100388 0 116
• date100 item565 100388 0 116
• date100 item565 100388 0 116
• date100 item565 100388 0 116
• date100 item565 100388 0 116
• date100 item565 100388 0 116
• date100 item565 100388 0 116
• date100 item565 100388 0 116
• date100 item565 100388 0 116
• date100 item565 100388 0 116
• date100 item565 100388 0 116","• item565 machine04 date100 12
• item565 machine08 date100 3
• item565 machine09 date100 4
• item565 machine10 date100 10
• item565 machine14 date100 21
• item565 machine21 date100 17
• item565 machine22 date100 2
• item565 machine23 date100 5
• item565 machine28 date100 20
• item565 machine29 date100 5
• item565 machine30 date100 1
• item565 machine35 date100 17"
"• date173 item6174 17409 1 5
• date173 item6174 17409 1 5
• date173 item6174 17409 1 5
• date173 item6174 17409 1 5","• item6174 machine21 date173 1
• item6174 machine34 date173 2
• item6174 machine35 date173 2"
"• date355 item3272 7149 0 3
• date355 item3272 7149 0 3",• item3272 machine21 date355 3
"• date086 item5312 52115 0 10
• date086 item5312 52115 0 10","• item5312 machine21 date086 5
• item5312 machine28 date086 5"
• date159 item5360 6498 0 2,• item5360 machine14 date159 2
"• date302 item4789 6516 0 3
• date302 item4789 6516 0 3
• date302 item4789 6516 0 3
• date302 item4789 6516 0 3
• date302 item4789 6516 0 3","• item4789 machine08 date302 1
• item4789 machine21 date302 1
• item4789 machine23 date302 1"
"• date277 item4590 109155 0 38
• date277 item4590 109155 0 38
• date277 item4590 109155 0 38
• date277 item4590 109155 0 38
• date277 item4590 109155 0 38
• date277 item4590 109155 0 38
• date277 item4590 109155 0 38","• item4590 machine03 date277 1
• item4590 machine05 date277 7
• item4590 machine06 date277 5
• item4590 machine16 date277 6
• item4590 machine17 date277 9
• item4590 machine19 date277 8
• item4590 machine20 date277 3"
"• date086 item2786 13232 0 34
• date086 item2786 13232 0 34
• date086 item2786 13232 0 34
• date086 item2786 13232 0 34","• item2786 machine09 date086 10
• item2786 machine10 date086 12
• item2786 machine21 date086 5
• item2786 machine28 date086 7"
"• date004 item6267 6332 1 2
• date004 item6267 6332 1 2
• date004 item6267 6332 1 2
• date004 item6267 6332 1 2","• item6267 machine09 date004 1
• item6267 machine35 date004 1"
"• date016 item6410 6498 0 12
• date016 item6410 6498 0 12","• item6410 machine10 date016 10
• item6410 machine28 date016 2"
• date021 item3948 6498 0 5,• item3948 machine22 date021 5
• date236 item2584 103554 1 4,• item2584 machine33 date236 4
"• date138 item37 43177 1 192
• date138 item37 43177 1 192
• date138 item37 43177 1 192
• date138 item37 43177 1 192
• date138 item37 43177 1 192
• date138 item37 43177 1 192
• date138 item37 43177 1 192
• date138 item37 43177 1 192
• date138 item37 43177 1 192
• date138 item37 43177 1 192
• date138 item37 43177 1 192
• date138 item37 43177 1 192
• date138 item37 43177 1 192","• item37 machine04 date138 16
• item37 machine07 date138 10
• item37 machine08 date138 6
• item37 machine09 date138 21
• item37 machine10 date138 22
• item37 machine14 date138 20
• item37 machine21 date138 2
• item37 machine23 date138 16
• item37 machine28 date138 1
• item37 machine29 date138 25
• item37 machine32 date138 20
• item37 machine33 date138 8
• item37 machine35 date138 26"
"• date316 item3520 6498 0 5
• date316 item3520 6498 0 5","• item3520 machine34 date316 3
• item3520 machine35 date316 2"
"• date130 item3245 16801 0 36
• date130 item3245 16801 0 36
• date130 item3245 16801 0 36
• date130 item3245 16801 0 36
• date130 item3245 16801 0 36
• date130 item3245 16801 0 36
• date130 item3245 16801 0 36","• item3245 machine08 date130 1
• item3245 machine09 date130 7
• item3245 machine10 date130 6
• item3245 machine14 date130 6
• item3245 machine23 date130 10
• item3245 machine28 date130 7"
• date191 item5591 6498 0 3,• item5591 machine30 date191 3
"• date095 item6117 6498 0 4
• date095 item6117 6498 0 4","• item6117 machine10 date095 2
• item6117 machine28 date095 2"
"• date008 item4952 50351 1 7
• date008 item4952 50351 1 7
• date008 item4952 50351 1 7
• date008 item4952 50351 1 7","• item4952 machine21 date008 2
• item4952 machine32 date008 2
• item4952 machine33 date008 3"
"• date038 item2857 6498 0 12
• date038 item2857 6498 0 12","• item2857 machine10 date038 10
• item2857 machine23 date038 2"
• date237 item2072 179208 0 20,• item2072 machine09 date237 20
• date239 item2989 179208 1 465,• item2989 machine02 date239 465
"• date001 item733 18303 0 118
• date001 item733 18303 0 118
• date001 item733 18303 0 118
• date001 item733 18303 0 118
• date001 item733 18303 0 118
• date001 item733 18303 0 118
• date001 item733 18303 0 118
• date001 item733 18303 0 118
• date001 item733 18303 0 118
• date001 item733 18303 0 118
• date001 item733 18303 0 118
• date001 item733 18303 0 118
• date001 item733 18303 0 118
• date001 item733 18303 0 118","• item733 machine08 date001 9
• item733 machine09 date001 7
• item733 machine10 date001 10
• item733 machine21 date001 11
• item733 machine23 date001 12
• item733 machine28 date001 9
• item733 machine29 date001 12
• item733 machine30 date001 10
• item733 machine31 date001 12
• item733 machine32 date001 9
• item733 machine33 date001 2
• item733 machine34 date001 5
• item733 machine35 date001 9"
• date021 item2590 6498 1 1,• item2590 machine28 date021 1
"• date111 item4027 7149 0 3
• date111 item4027 7149 0 3","• item4027 machine08 date111 1
• item4027 machine21 date111 2"
"• date171 item5773 103554 1 9
• date171 item5773 103554 1 9","• item5773 machine32 date171 4
• item5773 machine33 date171 5"
"• date314 item2504 81204 0 16
• date314 item2504 81204 0 16","• item2504 machine20 date314 9
• item2504 machine33 date314 7"
"• date107 item2741 179208 0 16
• date107 item2741 179208 0 16","• item2741 machine05 date107 9
• item2741 machine20 date107 7"
"• date254 item6251 40551 0 280
• date254 item6251 40551 0 280
• date254 item6251 40551 0 280
• date254 item6251 40551 0 280
• date254 item6251 40551 0 280
• date254 item6251 40551 0 280
• date254 item6251 40551 0 280
• date254 item6251 40551 0 280
• date254 item6251 40551 0 280
• date254 item6251 40551 0 280
• date254 item6251 40551 0 280
• date254 item6251 40551 0 280
• date254 item6251 40551 0 280
• date254 item6251 40551 0 280
• date254 item6251 40551 0 280
• date254 item6251 40551 0 280
• date254 item6251 40551 0 280","• item6251 machine04 date254 24
• item6251 machine07 date254 3
• item6251 machine08 date254 11
• item6251 machine09 date254 5
• item6251 machine10 date254 35
• item6251 machine14 date254 4
• item6251 machine18 date254 10
• item6251 machine21 date254 13
• item6251 machine22 date254 12
• item6251 machine23 date254 23
• item6251 machine28 date254 23
• item6251 machine29 date254 19
• item6251 machine31 date254 11
• item6251 machine32 date254 24
• item6251 machine33 date254 17
• item6251 machine34 date254 9
• item6251 machine35 date254 37"
• date197 item1986 6498 0 3,• item1986 machine28 date197 3
"• date360 item1564 17409 0 5
• date360 item1564 17409 0 5
• date360 item1564 17409 0 5
• date360 item1564 17409 0 5","• item1564 machine06 date360 3
• item1564 machine19 date360 1
• item1564 machine32 date360 1"
• date152 item2177 179208 0 23,• item2177 machine06 date152 23
• date171 item2224 179208 0 70,• item2224 machine04 date171 70
"• date043 item2298 27256 0 8
• date043 item2298 27256 0 8
• date043 item2298 27256 0 8","• item2298 machine08 date043 2
• item2298 machine21 date043 3
• item2298 machine33 date043 3"
"• date252 item5043 106952 0 12
• date252 item5043 106952 0 12
• date252 item5043 106952 0 12
• date252 item5043 106952 0 12","• item5043 machine04 date252 2
• item5043 machine09 date252 5
• item5043 machine10 date252 4
• item5043 machine28 date252 1"
• date355 item4580 12881 0 4,• item4580 machine10 date355 4
• date056 item5205 179208 1 20,• item5205 machine28 date056 20
"• date281 item3958 6498 0 5
• date281 item3958 6498 0 5","• item3958 machine21 date281 3
• item3958 machine28 date281 2"
"• date288 item4472 14619 0 4
• date288 item4472 14619 0 4
• date288 item4472 14619 0 4
• date288 item4472 14619 0 4
• date288 item4472 14619 0 4
• date288 item4472 14619 0 4
• date288 item4472 14619 0 4
• date288 item4472 14619 0 4
• date288 item4472 14619 0 4
• date288 item4472 14619 0 4
• date288 item4472 14619 0 4
• date288 item4472 14619 0 4
• date288 item4472 14619 0 4","• item4472 machine08 date288 1
• item4472 machine23 date288 1
• item4472 machine33 date288 1"
• date298 item340 6498 0 2,• item340 machine21 date298 2
"• date107 item1269 179208 0 32
• date107 item1269 179208 0 32
• date107 item1269 179208 0 32","• item1269 machine04 date107 12
• item1269 machine18 date107 9
• item1269 machine20 date107 11"
• date331 item4273 179208 0 8,• item4273 machine20 date331 8
• date092 item2265 18691 0 2,• item2265 machine08 date092 2
• date330 item3154 179208 1 226,• item3154 machine06 date330 226
"• date212 item6127 27256 0 6
• date212 item6127 27256 0 6
• date212 item6127 27256 0 6","• item6127 machine08 date212 2
• item6127 machine21 date212 1
• item6127 machine36 date212 3"
• date214 item2327 6498 0 6,• item2327 machine28 date214 6
• date034 item402 179208 0 6,• item402 machine08 date034 6
• date143 item2187 179208 0 100,• item2187 machine06 date143 100
"• date199 item1714 27039 0 8
• date199 item1714 27039 0 8
• date199 item1714 27039 0 8
• date199 item1714 27039 0 8","• item1714 machine08 date199 2
• item1714 machine09 date199 4
• item1714 machine33 date199 2"
• date198 item6334 6498 0 1,• item6334 machine08 date198 1
"• date253 item661 95463 0 224
• date253 item661 95463 0 224
• date253 item661 95463 0 224
• date253 item661 95463 0 224
• date253 item661 95463 0 224
• date253 item661 95463 0 224
• date253 item661 95463 0 224
• date253 item661 95463 0 224
• date253 item661 95463 0 224
• date253 item661 95463 0 224","• item661 machine04 date253 33
• item661 machine07 date253 42
• item661 machine08 date253 42
• item661 machine09 date253 49
• item661 machine10 date253 9
• item661 machine14 date253 18
• item661 machine18 date253 17
• item661 machine21 date253 5
• item661 machine35 date253 9"
"• date269 item844 81204 0 8
• date269 item844 81204 0 8","• item844 machine04 date269 3
• item844 machine20 date269 5"
• date134 item3354 6498 0 5,• item3354 machine21 date134 5
"• date058 item658 43937 0 32
• date058 item658 43937 0 32
• date058 item658 43937 0 32
• date058 item658 43937 0 32","• item658 machine01 date058 5
• item658 machine03 date058 2
• item658 machine19 date058 13
• item658 machine32 date058 11"
"• date065 item3240 6332 0 2
• date065 item3240 6332 0 2
• date065 item3240 6332 0 2
• date065 item3240 6332 0 2","• item3240 machine08 date065 1
• item3240 machine28 date065 1
• item3240 machine31 date065 1"
• date023 item5881 6498 0 3,• item5881 machine09 date023 3
"• date233 item1040 179208 1 12
• date233 item1040 179208 1 12","• item1040 machine03 date233 3
• item1040 machine16 date233 9"
"• date333 item5550 105576 0 116
• date333 item5550 105576 0 116
• date333 item5550 105576 0 116
• date333 item5550 105576 0 116
• date333 item5550 105576 0 116
• date333 item5550 105576 0 116
• date333 item5550 105576 0 116
• date333 item5550 105576 0 116
• date333 item5550 105576 0 116","• item5550 machine01 date333 21
• item5550 machine03 date333 22
• item5550 machine05 date333 19
• item5550 machine06 date333 18
• item5550 machine16 date333 5
• item5550 machine19 date333 4
• item5550 machine20 date333 6
• item5550 machine32 date333 1
• item5550 machine33 date333 21"
• date135 item2045 8493 0 4,• item2045 machine08 date135 4
• date050 item2413 77242 0 14,• item2413 machine20 date050 14
• date039 item337 6498 1 1,• item337 machine34 date039 1
• date110 item1897 179208 0 12,• item1897 machine32 date110 12
• date321 item6189 52115 0 3,• item6189 machine07 date321 3
• date254 item3749 179208 1 150,• item3749 machine19 date254 150
• date032 item5420 6498 1 5,• item5420 machine23 date032 5
"• date091 item805 179208 0 56
• date091 item805 179208 0 56
• date091 item805 179208 0 56","• item805 machine06 date091 18
• item805 machine32 date091 19
• item805 machine33 date091 19"
• date273 item3105 6498 0 1,• item3105 machine28 date273 1
"• date126 item1326 52115 0 12
• date126 item1326 52115 0 12",• item1326 machine09 date126 12
"• date210 item2870 6332 1 20
• date210 item2870 6332 1 20
• date210 item2870 6332 1 20
• date210 item2870 6332 1 20","• item2870 machine08 date210 8
• item2870 machine21 date210 3
• item2870 machine28 date210 3
• item2870 machine33 date210 6"
"• date277 item5527 27256 0 3
• date277 item5527 27256 0 3
• date277 item5527 27256 0 3","• item5527 machine21 date277 2
• item5527 machine34 date277 1"
"• date249 item5045 13140 0 10
• date249 item5045 13140 0 10","• item5045 machine08 date249 2
• item5045 machine09 date249 8"
"• date353 item6283 27256 0 20
• date353 item6283 27256 0 20
• date353 item6283 27256 0 20","• item6283 machine08 date353 4
• item6283 machine21 date353 8
• item6283 machine23 date353 8"
"• date045 item296 21121 0 26
• date045 item296 21121 0 26
• date045 item296 21121 0 26
• date045 item296 21121 0 26
• date045 item296 21121 0 26
• date045 item296 21121 0 26
• date045 item296 21121 0 26
• date045 item296 21121 0 26","• item296 machine10 date045 3
• item296 machine15 date045 5
• item296 machine21 date045 3
• item296 machine22 date045 4
• item296 machine23 date045 4
• item296 machine30 date045 4
• item296 machine35 date045 3"
• date101 item222 8065 0 2,• item222 machine25 date101 2
"• date272 item1228 6498 0 6
• date272 item1228 6498 0 6","• item1228 machine08 date272 4
• item1228 machine21 date272 2"
• date181 item3798 81204 0 4,• item3798 machine29 date181 4
• date053 item898 6498 0 1,• item898 machine14 date053 1
"• date134 item1114 105576 0 236
• date134 item1114 105576 0 236
• date134 item1114 105576 0 236
• date134 item1114 105576 0 236
• date134 item1114 105576 0 236
• date134 item1114 105576 0 236
• date134 item1114 105576 0 236
• date134 item1114 105576 0 236
• date134 item1114 105576 0 236","• item1114 machine01 date134 36
• item1114 machine03 date134 43
• item1114 machine05 date134 42
• item1114 machine06 date134 21
• item1114 machine16 date134 34
• item1114 machine17 date134 26
• item1114 machine19 date134 22
• item1114 machine20 date134 9
• item1114 machine32 date134 3"
"• date029 item4547 24645 0 146
• date029 item4547 24645 0 146
• date029 item4547 24645 0 146
• date029 item4547 24645 0 146
• date029 item4547 24645 0 146
• date029 item4547 24645 0 146
• date029 item4547 24645 0 146
• date029 item4547 24645 0 146
• date029 item4547 24645 0 146
• date029 item4547 24645 0 146
• date029 item4547 24645 0 146
• date029 item4547 24645 0 146
• date029 item4547 24645 0 146
• date029 item4547 24645 0 146
• date029 item4547 24645 0 146
• date029 item4547 24645 0 146","• item4547 machine01 date029 13
• item4547 machine04 date029 6
• item4547 machine05 date029 11
• item4547 machine08 date029 18
• item4547 machine09 date029 1
• item4547 machine10 date029 6
• item4547 machine14 date029 8
• item4547 machine20 date029 11
• item4547 machine21 date029 11
• item4547 machine23 date029 4
• item4547 machine28 date029 16
• item4547 machine31 date029 13
• item4547 machine32 date029 5
• item4547 machine33 date029 3
• item4547 machine34 date029 6
• item4547 machine35 date029 14"
"• date167 item1506 6498 0 1
• date167 item1506 6498 0 1",• item1506 machine29 date167 1
• date138 item1816 52115 0 3,• item1816 machine23 date138 3
"• date194 item5437 179208 0 158
• date194 item5437 179208 0 158
• date194 item5437 179208 0 158","• item5437 machine05 date194 41
• item5437 machine18 date194 80
• item5437 machine20 date194 38"
"• date205 item2318 179208 0 54
• date205 item2318 179208 0 54","• item2318 machine23 date205 48
• item2318 machine28 date205 6"
• date194 item6533 6498 1 1,• item6533 machine21 date194 1
• date171 item1761 179208 0 20,• item1761 machine19 date171 20
"• date345 item31 6332 0 4
• date345 item31 6332 0 4
• date345 item31 6332 0 4
• date345 item31 6332 0 4","• item31 machine14 date345 1
• item31 machine21 date345 1
• item31 machine22 date345 1
• item31 machine23 date345 2"
• date212 item3504 8065 0 4,• item3504 machine29 date212 4
• date025 item5903 103554 1 4,• item5903 machine05 date025 4
"• date028 item4587 47491 0 72
• date028 item4587 47491 0 72
• date028 item4587 47491 0 72
• date028 item4587 47491 0 72
• date028 item4587 47491 0 72","• item4587 machine10 date028 26
• item4587 machine14 date028 29
• item4587 machine23 date028 5
• item4587 machine28 date028 9
• item4587 machine29 date028 2"
• date309 item4483 6498 0 1,• item4483 machine22 date309 1
"• date257 item4073 13583 0 4
• date257 item4073 13583 0 4
• date257 item4073 13583 0 4
• date257 item4073 13583 0 4
• date257 item4073 13583 0 4","• item4073 machine10 date257 1
• item4073 machine14 date257 2
• item4073 machine22 date257 1
• item4073 machine28 date257 1"
• date009 item6041 18691 0 2,• item6041 machine23 date009 2
• date021 item3526 6498 1 2,• item3526 machine21 date021 2
• date217 item6060 6498 1 1,• item6060 machine30 date217 1
"• date059 item775 6498 0 6
• date059 item775 6498 0 6","• item775 machine14 date059 5
• item775 machine21 date059 1"
• date004 item3281 179208 0 34,• item3281 machine33 date004 34
• date026 item2203 179208 0 28,• item2203 machine05 date026 28
"• date030 item5960 6516 0 2
• date030 item5960 6516 0 2
• date030 item5960 6516 0 2
• date030 item5960 6516 0 2
• date030 item5960 6516 0 2
• date030 item5960 6516 0 2",
• date069 item839 6498 0 3,• item839 machine07 date069 3
• date058 item2627 6498 0 5,• item2627 machine28 date058 5
• date360 item2471 52115 0 2,• item2471 machine10 date360 2
"• date346 item4015 14698 0 22
• date346 item4015 14698 0 22
• date346 item4015 14698 0 22
• date346 item4015 14698 0 22","• item4015 machine08 date346 7
• item4015 machine09 date346 5
• item4015 machine28 date346 6
• item4015 machine35 date346 4"
"• date183 item6386 179208 0 27
• date183 item6386 179208 0 27","• item6386 machine32 date183 17
• item6386 machine33 date183 10"
"• date300 item4708 8600 1 32
• date300 item4708 8600 1 32
• date300 item4708 8600 1 32
• date300 item4708 8600 1 32
• date300 item4708 8600 1 32","• item4708 machine07 date300 7
• item4708 machine21 date300 1
• item4708 machine30 date300 12
• item4708 machine31 date300 2
• item4708 machine34 date300 10"
"• date032 item858 24244 0 5
• date032 item858 24244 0 5
• date032 item858 24244 0 5
• date032 item858 24244 0 5
• date032 item858 24244 0 5
• date032 item858 24244 0 5
• date032 item858 24244 0 5","• item858 machine08 date032 1
• item858 machine10 date032 1
• item858 machine21 date032 1
• item858 machine23 date032 1
• item858 machine25 date032 1"
• date331 item707 13140 1 2,• item707 machine23 date331 2
"• date111 item2775 6498 0 3
• date111 item2775 6498 0 3","• item2775 machine09 date111 1
• item2775 machine21 date111 2"
• date130 item960 179208 1 38,• item960 machine03 date130 38
• date336 item13 6498 0 1,• item13 machine29 date336 1
"• date308 item142 15218 0 74
• date308 item142 15218 0 74
• date308 item142 15218 0 74
• date308 item142 15218 0 74
• date308 item142 15218 0 74
• date308 item142 15218 0 74","• item142 machine04 date308 7
• item142 machine05 date308 15
• item142 machine09 date308 20
• item142 machine10 date308 12
• item142 machine13 date308 4
• item142 machine28 date308 16"
• date095 item1598 179208 1 31,• item1598 machine05 date095 31
• date110 item2404 7149 0 1,• item2404 machine23 date110 1
"• date107 item635 40551 0 150
• date107 item635 40551 0 150
• date107 item635 40551 0 150
• date107 item635 40551 0 150
• date107 item635 40551 0 150
• date107 item635 40551 0 150
• date107 item635 40551 0 150
• date107 item635 40551 0 150
• date107 item635 40551 0 150
• date107 item635 40551 0 150
• date107 item635 40551 0 150
• date107 item635 40551 0 150
• date107 item635 40551 0 150
• date107 item635 40551 0 150
• date107 item635 40551 0 150
• date107 item635 40551 0 150
• date107 item635 40551 0 150
• date107 item635 40551 0 150
• date107 item635 40551 0 150
• date107 item635 40551 0 150","• item635 machine01 date107 12
• item635 machine03 date107 11
• item635 machine04 date107 4
• item635 machine05 date107 9
• item635 machine07 date107 4
• item635 machine08 date107 4
• item635 machine09 date107 13
• item635 machine10 date107 5
• item635 machine14 date107 11
• item635 machine20 date107 11
• item635 machine21 date107 3
• item635 machine22 date107 5
• item635 machine23 date107 2
• item635 machine28 date107 15
• item635 machine29 date107 14
• item635 machine30 date107 5
• item635 machine31 date107 4
• item635 machine32 date107 5
• item635 machine33 date107 9
• item635 machine35 date107 5"
"• date117 item5586 179208 1 193
• date117 item5586 179208 1 193
• date117 item5586 179208 1 193","• item5586 machine04 date117 60
• item5586 machine05 date117 121
• item5586 machine20 date117 12"
• date218 item1973 103554 1 18,• item1973 machine28 date218 18
• date353 item4163 6498 0 2,• item4163 machine10 date353 2
"• date203 item5913 179208 0 46
• date203 item5913 179208 0 46","• item5913 machine04 date203 9
• item5913 machine20 date203 37"
