conditioning,order
"Order information
• Wait, check this, is this drawing item89 84? It's until July 9th, 2021, and it's 24,418 won? There's also LR/W.
• item88 is here. I need to do 84 and it's due by July 9th, 2021. Unit price 17,794 won. Oh, right, LR/W
• This is item89 116 please. It has to be done by July 9th 2021 and the unit price is 24,418 won. Oh and BV/W
• Hey, this seems urgent. I need to do item88 116 by July 9th, 2021. The unit price is 17,794 won and BV/W.
• Is this item87 208? It has to be done by July 9th, 2021 and costs 40,973 won. There are also conditions for inspection items.

Machine information
• item87 machine01 5.88
• item87 machine03 6.5
• item87 machine05 11.64
• item87 machine17 12.0
• item87 machine18 11.82
• item87 machine19 10.0
• item87 machine20 11.37
• item87 machine21 7.85
• item87 machine32 5.49
• item87 machine33 6.9
• item88 machine04 4.7
• item88 machine07 4.27
• item88 machine08 4.29
• item88 machine09 4.28
• item88 machine10 1.38
• item88 machine14 4.63
• item88 machine21 3.35
• item88 machine22 2.8
• item88 machine23 1.5
• item88 machine28 2.62
• item88 machine29 1.0
• item88 machine31 3.87
• item88 machine32 1.5
• item88 machine33 4.87
• item88 machine34 4.42
• item88 machine35 4.35
• item89 machine04 9.86
• item89 machine05 10.0
• item89 machine07 5.17
• item89 machine08 6.23
• item89 machine09 8.99
• item89 machine10 1.44
• item89 machine14 9.67
• item89 machine21 5.35
• item89 machine22 4.7
• item89 machine23 1.44
• item89 machine28 2.97
• item89 machine29 8.81
• item89 machine30 8.68
• item89 machine32 8.27
• item89 machine33 9.25
• item89 machine34 3.77
• item89 machine35 4.58","• item87 machine01 date190 61
• item87 machine03 date190 48
• item87 machine20 date190 22
• item87 machine32 date190 53
• item88 machine08 date190 4
• item88 machine10 date190 74
• item88 machine23 date190 27
• item88 machine28 date190 23
• item88 machine31 date190 26
• item88 machine32 date190 30
• item89 machine08 date190 20
• item89 machine10 date190 25
• item89 machine23 date190 100
• item89 machine28 date190 24
• item89 machine32 date190 26"
"Order information
• item88 is here. I need to do 84 and it's due by July 9th, 2021. Unit price 17,794 won. Oh, right, LR/W
• This is item89 116 please. It has to be done by July 9th 2021 and the unit price is 24,418 won. Oh and BV/W
• Hey, this seems urgent. I need to do item88 116 by July 9th, 2021. The unit price is 17,794 won and BV/W.
• Is this item87 208? It has to be done by July 9th, 2021 and costs 40,973 won. There are also conditions for inspection items.
• There, I need to do 210 item10 drawings. It's until July 10th, 2021. It's 5,303 won. And nothing special.

Machine information
• item87 machine01 5.88
• item87 machine03 6.5
• item87 machine05 11.64
• item87 machine17 12.0
• item87 machine18 11.82
• item87 machine19 10.0
• item87 machine20 11.37
• item87 machine21 7.85
• item87 machine32 5.49
• item87 machine33 6.9
• item88 machine04 4.7
• item88 machine07 4.27
• item88 machine08 4.29
• item88 machine09 4.28
• item88 machine10 1.38
• item88 machine14 4.63
• item88 machine21 3.35
• item88 machine22 2.8
• item88 machine23 1.5
• item88 machine28 2.62
• item88 machine29 1.0
• item88 machine31 3.87
• item88 machine32 1.5
• item88 machine33 4.87
• item88 machine34 4.42
• item88 machine35 4.35
• item89 machine04 9.86
• item89 machine05 10.0
• item89 machine07 5.17
• item89 machine08 6.23
• item89 machine09 8.99
• item89 machine10 1.44
• item89 machine14 9.67
• item89 machine21 5.35
• item89 machine22 4.7
• item89 machine23 1.44
• item89 machine28 2.97
• item89 machine29 8.81
• item89 machine30 8.68
• item89 machine32 8.27
• item89 machine33 9.25
• item89 machine34 3.77
• item89 machine35 4.58
• item10 machine07 1.83
• item10 machine08 2.49
• item10 machine09 1.85
• item10 machine21 2.48
• item10 machine22 2.35
• item10 machine23 1.0
• item10 machine28 2.6
• item10 machine30 1.84
• item10 machine31 2.05
• item10 machine34 1.94
• item10 machine35 1.67","• item87 machine01 date190 80
• item87 machine03 date190 24
• item87 machine17 date190 15
• item88 machine10 date190 71
• item88 machine23 date190 88
• item88 machine31 date190 18
• item88 machine35 date190 2
• item89 machine10 date190 28
• item89 machine23 date190 50
• item89 machine30 date190 4
• item89 machine35 date190 21
• item10 machine07 date191 142
• item10 machine08 date191 131
• item10 machine09 date191 6
• item10 machine21 date191 124
• item10 machine22 date191 86
• item10 machine23 date191 123
• item10 machine28 date191 158
• item10 machine30 date191 101
• item10 machine31 date191 85
• item10 machine34 date191 111
• item10 machine35 date191 79"
"Order information
• This is item89 116 please. It has to be done by July 9th 2021 and the unit price is 24,418 won. Oh and BV/W
• Hey, this seems urgent. I need to do item88 116 by July 9th, 2021. The unit price is 17,794 won and BV/W.
• Is this item87 208? It has to be done by July 9th, 2021 and costs 40,973 won. There are also conditions for inspection items.
• There, I need to do 210 item10 drawings. It's until July 10th, 2021. It's 5,303 won. And nothing special.
• Hey, this is urgent. item46 44, please do it by July 10th, 2021. It's 21,360 won and there's nothing special about it.

Machine information
• item87 machine01 5.88
• item87 machine03 6.5
• item87 machine05 11.64
• item87 machine17 12.0
• item87 machine18 11.82
• item87 machine19 10.0
• item87 machine20 11.37
• item87 machine21 7.85
• item87 machine32 5.49
• item87 machine33 6.9
• item88 machine04 4.7
• item88 machine07 4.27
• item88 machine08 4.29
• item88 machine09 4.28
• item88 machine10 1.38
• item88 machine14 4.63
• item88 machine21 3.35
• item88 machine22 2.8
• item88 machine23 1.5
• item88 machine28 2.62
• item88 machine29 1.0
• item88 machine31 3.87
• item88 machine32 1.5
• item88 machine33 4.87
• item88 machine34 4.42
• item88 machine35 4.35
• item89 machine04 9.86
• item89 machine05 10.0
• item89 machine07 5.17
• item89 machine08 6.23
• item89 machine09 8.99
• item89 machine10 1.44
• item89 machine14 9.67
• item89 machine21 5.35
• item89 machine22 4.7
• item89 machine23 1.44
• item89 machine28 2.97
• item89 machine29 8.81
• item89 machine30 8.68
• item89 machine32 8.27
• item89 machine33 9.25
• item89 machine34 3.77
• item89 machine35 4.58
• item10 machine07 1.83
• item10 machine08 2.49
• item10 machine09 1.85
• item10 machine21 2.48
• item10 machine22 2.35
• item10 machine23 1.0
• item10 machine28 2.6
• item10 machine30 1.84
• item10 machine31 2.05
• item10 machine34 1.94
• item10 machine35 1.67
• item46 machine08 4.87
• item46 machine09 5.67
• item46 machine14 4.94
• item46 machine21 5.17
• item46 machine28 6.17
• item46 machine29 5.06
• item46 machine33 5.25","• item46 machine08 date191 14
• item46 machine09 date191 24
• item46 machine14 date191 21
• item46 machine21 date191 36
• item46 machine29 date191 38
• item46 machine33 date191 16
• item87 machine03 date190 19
• item10 machine07 date191 83
• item10 machine08 date191 123
• item10 machine09 date191 47
• item10 machine21 date191 161
• item10 machine22 date191 82
• item10 machine23 date191 99
• item10 machine30 date191 130
• item10 machine31 date191 193
• item10 machine34 date191 39
• item10 machine35 date191 147
• item88 machine10 date190 39
• item88 machine23 date190 67
• item88 machine31 date190 75
• item88 machine34 date190 4
• item89 machine10 date190 21
• item89 machine23 date190 23
• item89 machine30 date190 27
• item89 machine34 date190 14"
"Order information
• Hey, this seems urgent. I need to do item88 116 by July 9th, 2021. The unit price is 17,794 won and BV/W.
• Is this item87 208? It has to be done by July 9th, 2021 and costs 40,973 won. There are also conditions for inspection items.
• There, I need to do 210 item10 drawings. It's until July 10th, 2021. It's 5,303 won. And nothing special.
• Hey, this is urgent. item46 44, please do it by July 10th, 2021. It's 21,360 won and there's nothing special about it.
• Hey, look at this, is it item43 8? It's until July 10th, 2021, 11,602 won. And nothing special.

Machine information
• item87 machine01 5.88
• item87 machine03 6.5
• item87 machine05 11.64
• item87 machine17 12.0
• item87 machine18 11.82
• item87 machine19 10.0
• item87 machine20 11.37
• item87 machine21 7.85
• item87 machine32 5.49
• item87 machine33 6.9
• item88 machine04 4.7
• item88 machine07 4.27
• item88 machine08 4.29
• item88 machine09 4.28
• item88 machine10 1.38
• item88 machine14 4.63
• item88 machine21 3.35
• item88 machine22 2.8
• item88 machine23 1.5
• item88 machine28 2.62
• item88 machine29 1.0
• item88 machine31 3.87
• item88 machine32 1.5
• item88 machine33 4.87
• item88 machine34 4.42
• item88 machine35 4.35
• item10 machine07 1.83
• item10 machine08 2.49
• item10 machine09 1.85
• item10 machine21 2.48
• item10 machine22 2.35
• item10 machine23 1.0
• item10 machine28 2.6
• item10 machine30 1.84
• item10 machine31 2.05
• item10 machine34 1.94
• item10 machine35 1.67
• item43 machine08 5.44
• item43 machine33 5.5
• item46 machine08 4.87
• item46 machine09 5.67
• item46 machine14 4.94
• item46 machine21 5.17
• item46 machine28 6.17
• item46 machine29 5.06
• item46 machine33 5.25","• item46 machine08 date191 7
• item46 machine09 date191 11
• item46 machine14 date191 5
• item46 machine21 date191 31
• item46 machine29 date191 28
• item46 machine33 date191 41
• item87 machine01 date190 57
• item87 machine05 date190 25
• item87 machine32 date190 64
• item43 machine08 date191 3
• item43 machine33 date191 6
• item10 machine07 date191 188
• item10 machine08 date191 152
• item10 machine09 date191 88
• item10 machine21 date191 10
• item10 machine22 date191 61
• item10 machine23 date191 93
• item10 machine30 date191 126
• item10 machine31 date191 172
• item10 machine34 date191 32
• item10 machine35 date191 99
• item88 machine04 date190 38
• item88 machine07 date190 34
• item88 machine08 date190 61
• item88 machine09 date190 20
• item88 machine10 date190 23
• item88 machine22 date190 45
• item88 machine23 date190 58
• item88 machine28 date190 40
• item88 machine29 date190 40
• item88 machine31 date190 35
• item88 machine32 date190 1
• item88 machine34 date190 2
• item88 machine35 date190 3"
"Order information
• Is this item87 208? It has to be done by July 9th, 2021 and costs 40,973 won. There are also conditions for inspection items.
• There, I need to do 210 item10 drawings. It's until July 10th, 2021. It's 5,303 won. And nothing special.
• Hey, this is urgent. item46 44, please do it by July 10th, 2021. It's 21,360 won and there's nothing special about it.
• Hey, look at this, is it item43 8? It's until July 10th, 2021, 11,602 won. And nothing special.
• Hey, this seems urgent. I have to do item54 48 by July 12th, 2021. The unit price is 12,400 won and there's nothing special about it.

Machine information
• item87 machine01 5.88
• item87 machine03 6.5
• item87 machine05 11.64
• item87 machine17 12.0
• item87 machine18 11.82
• item87 machine19 10.0
• item87 machine20 11.37
• item87 machine21 7.85
• item87 machine32 5.49
• item87 machine33 6.9
• item10 machine07 1.83
• item10 machine08 2.49
• item10 machine09 1.85
• item10 machine21 2.48
• item10 machine22 2.35
• item10 machine23 1.0
• item10 machine28 2.6
• item10 machine30 1.84
• item10 machine31 2.05
• item10 machine34 1.94
• item10 machine35 1.67
• item43 machine08 5.44
• item43 machine33 5.5
• item46 machine08 4.87
• item46 machine09 5.67
• item46 machine14 4.94
• item46 machine21 5.17
• item46 machine28 6.17
• item46 machine29 5.06
• item46 machine33 5.25
• item54 machine07 3.5
• item54 machine08 3.55
• item54 machine09 3.79
• item54 machine10 2.83
• item54 machine21 4.42
• item54 machine33 5.33","• item46 machine09 date191 39
• item46 machine21 date191 3
• item46 machine29 date191 22
• item46 machine33 date191 38
• item87 machine01 date190 37
• item87 machine03 date190 56
• item87 machine05 date190 31
• item87 machine33 date190 84
• item43 machine33 date191 8
• item54 machine07 date193 32
• item54 machine08 date193 30
• item54 machine09 date193 34
• item54 machine10 date193 46
• item54 machine21 date193 37
• item54 machine33 date193 5
• item10 machine07 date191 61
• item10 machine09 date191 127
• item10 machine21 date191 146
• item10 machine22 date191 184
• item10 machine23 date191 83
• item10 machine30 date191 140
• item10 machine31 date191 103
• item10 machine34 date191 198
• item10 machine35 date191 23"
"Order information
• There, I need to do 210 item10 drawings. It's until July 10th, 2021. It's 5,303 won. And nothing special.
• Hey, this is urgent. item46 44, please do it by July 10th, 2021. It's 21,360 won and there's nothing special about it.
• Hey, look at this, is it item43 8? It's until July 10th, 2021, 11,602 won. And nothing special.
• Hey, this seems urgent. I have to do item54 48 by July 12th, 2021. The unit price is 12,400 won and there's nothing special about it.
• Hey, this seems urgent. I need to do item93 48 by July 12th, 2021. The unit price is 13,030 won and there's nothing special about it.

Machine information
• item10 machine07 1.83
• item10 machine08 2.49
• item10 machine09 1.85
• item10 machine21 2.48
• item10 machine22 2.35
• item10 machine23 1.0
• item10 machine28 2.6
• item10 machine30 1.84
• item10 machine31 2.05
• item10 machine34 1.94
• item10 machine35 1.67
• item43 machine08 5.44
• item43 machine33 5.5
• item46 machine08 4.87
• item46 machine09 5.67
• item46 machine14 4.94
• item46 machine21 5.17
• item46 machine28 6.17
• item46 machine29 5.06
• item46 machine33 5.25
• item54 machine07 3.5
• item54 machine08 3.55
• item54 machine09 3.79
• item54 machine10 2.83
• item54 machine21 4.42
• item54 machine33 5.33
• item93 machine07 4.58
• item93 machine08 3.94
• item93 machine09 3.8
• item93 machine21 3.78
• item93 machine28 4.32
• item93 machine32 4.22
• item93 machine33 4.43","• item46 machine14 date191 29
• item46 machine21 date191 13
• item46 machine28 date191 19
• item46 machine29 date191 33
• item46 machine33 date191 35
• item46 machine08 date191 14
• item46 machine09 date191 16
• item43 machine33 date191 1
• item43 machine08 date191 5
• item54 machine21 date193 8
• item54 machine33 date193 2
• item54 machine07 date193 26
• item54 machine08 date193 46
• item54 machine09 date193 29
• item54 machine10 date193 14
• item93 machine21 date193 1
• item93 machine28 date193 15
• item93 machine32 date193 10
• item93 machine33 date193 35
• item93 machine07 date193 6
• item93 machine08 date193 21
• item93 machine09 date193 44
• item10 machine34 date191 57
• item10 machine35 date191 61
• item10 machine21 date191 18
• item10 machine22 date191 190
• item10 machine23 date191 29
• item10 machine28 date191 10
• item10 machine30 date191 58
• item10 machine31 date191 182
• item10 machine07 date191 67
• item10 machine08 date191 38
• item10 machine09 date191 93"
"Order information
• Hey, this is urgent. item46 44, please do it by July 10th, 2021. It's 21,360 won and there's nothing special about it.
• Hey, look at this, is it item43 8? It's until July 10th, 2021, 11,602 won. And nothing special.
• Hey, this seems urgent. I have to do item54 48 by July 12th, 2021. The unit price is 12,400 won and there's nothing special about it.
• Hey, this seems urgent. I need to do item93 48 by July 12th, 2021. The unit price is 13,030 won and there's nothing special about it.
• This is item32 90 please. It has to be done by July 12th, 2021 and the unit price is 17,436 won. Oh and there's nothing special about it.

Machine information
• item43 machine08 5.44
• item43 machine33 5.5
• item46 machine08 4.87
• item46 machine09 5.67
• item46 machine14 4.94
• item46 machine21 5.17
• item46 machine28 6.17
• item46 machine29 5.06
• item46 machine33 5.25
• item32 machine32 4.83
• item54 machine07 3.5
• item54 machine08 3.55
• item54 machine09 3.79
• item54 machine10 2.83
• item54 machine21 4.42
• item54 machine33 5.33
• item93 machine07 4.58
• item93 machine08 3.94
• item93 machine09 3.8
• item93 machine21 3.78
• item93 machine28 4.32
• item93 machine32 4.22
• item93 machine33 4.43","• item46 machine14 date191 18
• item46 machine21 date191 8
• item46 machine28 date191 26
• item46 machine29 date191 5
• item46 machine33 date191 29
• item46 machine08 date191 2
• item46 machine09 date191 22
• item43 machine33 date191 2
• item43 machine08 date191 1
• item54 machine21 date193 19
• item54 machine33 date193 40
• item54 machine07 date193 47
• item54 machine08 date193 34
• item54 machine09 date193 40
• item54 machine10 date193 28
• item93 machine21 date193 16
• item93 machine28 date193 26
• item93 machine32 date193 26
• item93 machine33 date193 45
• item93 machine07 date193 13
• item93 machine08 date193 11
• item93 machine09 date193 29
• item32 machine32 date193 20"
"Order information
• Hey, look at this, is it item43 8? It's until July 10th, 2021, 11,602 won. And nothing special.
• Hey, this seems urgent. I have to do item54 48 by July 12th, 2021. The unit price is 12,400 won and there's nothing special about it.
• Hey, this seems urgent. I need to do item93 48 by July 12th, 2021. The unit price is 13,030 won and there's nothing special about it.
• This is item32 90 please. It has to be done by July 12th, 2021 and the unit price is 17,436 won. Oh and there's nothing special about it.
• Wait, check this, is this drawing item41 52? It's until July 12th, 2021, and costs 481,190 won? There's also AB/W.

Machine information
• item43 machine08 5.44
• item43 machine33 5.5
• item32 machine32 4.83
• item41 machine06 70.0
• item41 machine19 70.0
• item54 machine07 3.5
• item54 machine08 3.55
• item54 machine09 3.79
• item54 machine10 2.83
• item54 machine21 4.42
• item54 machine33 5.33
• item93 machine07 4.58
• item93 machine08 3.94
• item93 machine09 3.8
• item93 machine21 3.78
• item93 machine28 4.32
• item93 machine32 4.22
• item93 machine33 4.43","• item43 machine33 date191 5
• item41 machine19 date193 8
• item41 machine06 date193 8
• item54 machine21 date193 25
• item54 machine33 date193 31
• item54 machine07 date193 35
• item54 machine08 date193 32
• item54 machine09 date193 11
• item54 machine10 date193 42
• item93 machine21 date193 44
• item93 machine28 date193 45
• item93 machine32 date193 14
• item93 machine33 date193 7
• item93 machine07 date193 44
• item93 machine08 date193 29
• item93 machine09 date193 29
• item32 machine32 date193 13"
"Order information
• Hey, this seems urgent. I have to do item54 48 by July 12th, 2021. The unit price is 12,400 won and there's nothing special about it.
• Hey, this seems urgent. I need to do item93 48 by July 12th, 2021. The unit price is 13,030 won and there's nothing special about it.
• This is item32 90 please. It has to be done by July 12th, 2021 and the unit price is 17,436 won. Oh and there's nothing special about it.
• Wait, check this, is this drawing item41 52? It's until July 12th, 2021, and costs 481,190 won? There's also AB/W.
• item64 You know? I have to do 40 of those, and it's until July 12th, 2021. It's 17,836 won, and there's nothing special about it.

Machine information
• item32 machine32 4.83
• item41 machine06 70.0
• item41 machine19 70.0
• item54 machine07 3.5
• item54 machine08 3.55
• item54 machine09 3.79
• item54 machine10 2.83
• item54 machine21 4.42
• item54 machine33 5.33
• item64 machine08 4.72
• item64 machine09 4.41
• item64 machine10 4.33
• item64 machine14 4.81
• item64 machine21 4.32
• item64 machine28 3.06
• item64 machine29 5.89
• item64 machine30 6.17
• item64 machine32 5.26
• item64 machine33 4.93
• item93 machine07 4.58
• item93 machine08 3.94
• item93 machine09 3.8
• item93 machine21 3.78
• item93 machine28 4.32
• item93 machine32 4.22
• item93 machine33 4.43","• item41 machine19 date193 7
• item41 machine06 date193 8
• item54 machine21 date193 7
• item54 machine33 date193 5
• item54 machine07 date193 15
• item54 machine08 date193 9
• item54 machine09 date193 11
• item54 machine10 date193 46
• item93 machine21 date193 21
• item93 machine28 date193 5
• item93 machine32 date193 8
• item93 machine33 date193 10
• item93 machine07 date193 46
• item93 machine08 date193 19
• item93 machine09 date193 2
• item64 machine14 date193 27
• item64 machine21 date193 27
• item64 machine28 date193 35
• item64 machine29 date193 17
• item64 machine30 date193 23
• item64 machine32 date193 11
• item64 machine33 date193 27
• item64 machine08 date193 24
• item64 machine09 date193 23
• item64 machine10 date193 6
• item32 machine32 date193 35"
"Order information
• Hey, this seems urgent. I need to do item93 48 by July 12th, 2021. The unit price is 13,030 won and there's nothing special about it.
• This is item32 90 please. It has to be done by July 12th, 2021 and the unit price is 17,436 won. Oh and there's nothing special about it.
• Wait, check this, is this drawing item41 52? It's until July 12th, 2021, and costs 481,190 won? There's also AB/W.
• item64 You know? I have to do 40 of those, and it's until July 12th, 2021. It's 17,836 won, and there's nothing special about it.
•  This is item40 28 please. It has to be done by July 13th 2021 and the unit price is 31,160 won. Oh and AB/W

Machine information
• item32 machine32 4.83
• item41 machine06 70.0
• item41 machine19 70.0
• item64 machine08 4.72
• item64 machine09 4.41
• item64 machine10 4.33
• item64 machine14 4.81
• item64 machine21 4.32
• item64 machine28 3.06
• item64 machine29 5.89
• item64 machine30 6.17
• item64 machine32 5.26
• item64 machine33 4.93
• item93 machine07 4.58
• item93 machine08 3.94
• item93 machine09 3.8
• item93 machine21 3.78
• item93 machine28 4.32
• item93 machine32 4.22
• item93 machine33 4.43
• item40 machine09 15.0","• item41 machine19 date193 8
• item41 machine06 date193 8
• item93 machine21 date193 47
• item93 machine28 date193 15
• item93 machine32 date193 45
• item93 machine33 date193 40
• item93 machine07 date193 36
• item93 machine08 date193 4
• item64 machine14 date193 9
• item64 machine21 date193 11
• item64 machine28 date193 20
• item64 machine29 date193 18
• item64 machine30 date193 24
• item64 machine32 date193 39
• item64 machine33 date193 37
• item64 machine08 date193 6
• item64 machine09 date193 34
• item64 machine10 date193 32
• item40 machine09 date194 19
• item32 machine32 date193 35"
"Order information
• This is item32 90 please. It has to be done by July 12th, 2021 and the unit price is 17,436 won. Oh and there's nothing special about it.
• Wait, check this, is this drawing item41 52? It's until July 12th, 2021, and costs 481,190 won? There's also AB/W.
• item64 You know? I have to do 40 of those, and it's until July 12th, 2021. It's 17,836 won, and there's nothing special about it.
•  This is item40 28 please. It has to be done by July 13th 2021 and the unit price is 31,160 won. Oh and AB/W
• I just got the item69 drawing. I need 4 of them. They have until July 13th, 2021. It costs 44,803 won. Nothing special.

Machine information
• item32 machine32 4.83
• item41 machine06 70.0
• item41 machine19 70.0
• item64 machine08 4.72
• item64 machine09 4.41
• item64 machine10 4.33
• item64 machine14 4.81
• item64 machine21 4.32
• item64 machine28 3.06
• item64 machine29 5.89
• item64 machine30 6.17
• item64 machine32 5.26
• item64 machine33 4.93
• item40 machine09 15.0
• item69 machine04 10.25
• item69 machine10 9.92
• item69 machine14 13.0
• item69 machine21 10.0","• item41 machine19 date193 8
• item41 machine06 date193 8
• item69 machine14 date194 2
• item69 machine21 date194 2
• item69 machine04 date194 2
• item69 machine10 date194 4
• item64 machine14 date193 18
• item64 machine21 date193 14
• item64 machine28 date193 38
• item64 machine29 date193 2
• item64 machine30 date193 22
• item64 machine32 date193 2
• item64 machine33 date193 24
• item64 machine08 date193 28
• item64 machine09 date193 2
• item64 machine10 date193 21
• item40 machine09 date194 8
• item32 machine32 date193 50"
"Order information
• Wait, check this, is this drawing item41 52? It's until July 12th, 2021, and costs 481,190 won? There's also AB/W.
• item64 You know? I have to do 40 of those, and it's until July 12th, 2021. It's 17,836 won, and there's nothing special about it.
•  This is item40 28 please. It has to be done by July 13th 2021 and the unit price is 31,160 won. Oh and AB/W
• I just got the item69 drawing. I need 4 of them. They have until July 13th, 2021. It costs 44,803 won. Nothing special.
• Hey, look at this, is it item80 48? It's until July 14th, 2021, 36,575 won. And nothing special.

Machine information
• item41 machine06 70.0
• item41 machine19 70.0
• item64 machine08 4.72
• item64 machine09 4.41
• item64 machine10 4.33
• item64 machine14 4.81
• item64 machine21 4.32
• item64 machine28 3.06
• item64 machine29 5.89
• item64 machine30 6.17
• item64 machine32 5.26
• item64 machine33 4.93
• item40 machine09 15.0
• item69 machine04 10.25
• item69 machine10 9.92
• item69 machine14 13.0
• item69 machine21 10.0
• item80 machine04 6.22
• item80 machine10 5.87
• item80 machine23 5.5
• item80 machine28 5.99","• item80 machine23 date195 20
• item80 machine28 date195 40
• item80 machine04 date195 46
• item80 machine10 date195 2
• item41 machine19 date193 8
• item41 machine06 date193 7
• item69 machine14 date194 1
• item69 machine21 date194 2
• item69 machine04 date194 4
• item69 machine10 date194 1
• item64 machine14 date193 29
• item64 machine21 date193 23
• item64 machine28 date193 10
• item64 machine29 date193 13
• item64 machine30 date193 8
• item64 machine33 date193 5
• item64 machine08 date193 32
• item64 machine09 date193 24
• item64 machine10 date193 8
• item40 machine09 date194 16"
"Order information
• item64 You know? I have to do 40 of those, and it's until July 12th, 2021. It's 17,836 won, and there's nothing special about it.
•  This is item40 28 please. It has to be done by July 13th 2021 and the unit price is 31,160 won. Oh and AB/W
• I just got the item69 drawing. I need 4 of them. They have until July 13th, 2021. It costs 44,803 won. Nothing special.
• Hey, look at this, is it item80 48? It's until July 14th, 2021, 36,575 won. And nothing special.
• There, I need to do 72 drawings of item75. It's until July 14, 2021. It's 14,448 won. And the inspection items.

Machine information
• item64 machine08 4.72
• item64 machine09 4.41
• item64 machine10 4.33
• item64 machine14 4.81
• item64 machine21 4.32
• item64 machine28 3.06
• item64 machine29 5.89
• item64 machine30 6.17
• item64 machine32 5.26
• item64 machine33 4.93
• item40 machine09 15.0
• item69 machine04 10.25
• item69 machine10 9.92
• item69 machine14 13.0
• item69 machine21 10.0
• item75 machine08 4.24
• item75 machine09 4.79
• item75 machine10 4.07
• item75 machine14 4.8
• item75 machine21 4.43
• item75 machine28 1.0
• item75 machine29 6.42
• item75 machine30 5.0
• item75 machine35 3.67
• item80 machine04 6.22
• item80 machine10 5.87
• item80 machine23 5.5
• item80 machine28 5.99","• item80 machine23 date195 4
• item80 machine28 date195 36
• item80 machine04 date195 20
• item80 machine10 date195 32
• item69 machine14 date194 2
• item69 machine21 date194 1
• item69 machine04 date194 3
• item69 machine10 date194 4
• item64 machine14 date193 10
• item64 machine21 date193 21
• item64 machine28 date193 6
• item64 machine29 date193 31
• item64 machine30 date193 26
• item64 machine32 date193 29
• item64 machine33 date193 28
• item64 machine08 date193 5
• item64 machine09 date193 34
• item64 machine10 date193 35
• item40 machine09 date194 26
• item75 machine14 date195 5
• item75 machine35 date195 1
• item75 machine21 date195 6
• item75 machine28 date195 8
• item75 machine29 date195 33
• item75 machine30 date195 2
• item75 machine08 date195 7
• item75 machine09 date195 41
• item75 machine10 date195 10"
"Order information
•  This is item40 28 please. It has to be done by July 13th 2021 and the unit price is 31,160 won. Oh and AB/W
• I just got the item69 drawing. I need 4 of them. They have until July 13th, 2021. It costs 44,803 won. Nothing special.
• Hey, look at this, is it item80 48? It's until July 14th, 2021, 36,575 won. And nothing special.
• There, I need to do 72 drawings of item75. It's until July 14, 2021. It's 14,448 won. And the inspection items.
• item70 came. I have to do 40 and it's until July 15th, 2021. Unit price 13,099 won. Oh, nothing special.

Machine information
• item40 machine09 15.0
• item69 machine04 10.25
• item69 machine10 9.92
• item69 machine14 13.0
• item69 machine21 10.0
• item75 machine08 4.24
• item75 machine09 4.79
• item75 machine10 4.07
• item75 machine14 4.8
• item75 machine21 4.43
• item75 machine28 1.0
• item75 machine29 6.42
• item75 machine30 5.0
• item75 machine35 3.67
• item80 machine04 6.22
• item80 machine10 5.87
• item80 machine23 5.5
• item80 machine28 5.99
• item70 machine04 4.5
• item70 machine08 5.42
• item70 machine10 4.0
• item70 machine21 3.67
• item70 machine22 4.0
• item70 machine23 26.0
• item70 machine28 4.38
• item70 machine29 4.0
• item70 machine30 4.0","• item80 machine23 date195 30
• item80 machine28 date195 10
• item80 machine04 date195 31
• item80 machine10 date195 24
• item69 machine14 date194 2
• item69 machine21 date194 2
• item69 machine04 date194 3
• item69 machine10 date194 2
• item40 machine09 date194 3
• item70 machine21 date196 34
• item70 machine22 date196 25
• item70 machine23 date196 4
• item70 machine28 date196 34
• item70 machine29 date196 10
• item70 machine30 date196 3
• item70 machine04 date196 12
• item70 machine08 date196 7
• item70 machine10 date196 37
• item75 machine14 date195 7
• item75 machine35 date195 1
• item75 machine21 date195 5
• item75 machine28 date195 25
• item75 machine29 date195 51
• item75 machine30 date195 6
• item75 machine08 date195 12
• item75 machine09 date195 14
• item75 machine10 date195 4"
